,Search,Entered on,compound_avg,percent_positive,percent_negative,angry_avg,fear_avg,happy_avg,sad_avg,surprise_avg
0,Green New Deal,2020-10-22,-0.06287613333333335,44.733333333333334,38.13333333333333,0.014346666666666669,0.45092666666666664,0.03206666666666666,0.21965333333333334,0.22683999999999999
1,Green New Deal,2020-10-26,0.10084977777777779,44.22222222222222,23.444444444444446,0.027899999999999998,0.3189333333333333,0.10278888888888889,0.17253333333333337,0.21476666666666666
2,Green New Deal,2020-10-27,0.082471,44.6,27.6,0.037540000000000004,0.32162,0.09820000000000001,0.15910000000000002,0.22678
3,Green New Deal,2020-10-28,0.0724947,40.2,25.900000000000002,0.04141,0.3329,0.059430000000000004,0.18481,0.23086
4,Green New Deal,2020-10-29,0.027090400000000004,39.6,33.800000000000004,0.04252,0.30482,0.07226,0.20610000000000003,0.22564
5,Green New Deal,2020-10-31,0.0882148,40.6,21.4,0.06720000000000001,0.32843999999999995,0.08884,0.15066000000000002,0.18836000000000003
6,Green New Deal,2020-11-01,0.09770133333333332,41.0,24.333333333333336,0.036366666666666665,0.3388666666666667,0.05326666666666667,0.13416666666666666,0.25356666666666666
7,Green New Deal,2020-11-02,0.090637,40.550000000000004,24.5,0.038985,0.335125,0.06415000000000001,0.15785500000000002,0.220275
8,Green New Deal,2020-11-03,0.12742370967741934,46.935483870967744,24.258064516129032,0.04380645161290323,0.3370258064516129,0.08377741935483872,0.16295483870967742,0.1923
9,Green New Deal,2020-11-04,0.07793000000000001,43.2,30.8,0.04342,0.34614,0.0847,0.18126,0.18994
10,Green New Deal,2020-11-05,0.1178315,44.7,24.3,0.047799999999999995,0.34182000000000007,0.08843999999999999,0.16862,0.18098000000000003
11,Green New Deal,2020-11-08,0.07588755555555556,44.77777777777778,28.000000000000004,0.027588888888888892,0.34509999999999996,0.05978888888888889,0.1483777777777778,0.19879999999999998
12,Green New Deal,2020-11-09,0.11914670588235293,46.64705882352941,23.647058823529413,0.03674117647058824,0.38320000000000004,0.07966470588235294,0.15910588235294118,0.19430000000000003
13,Green New Deal,2020-11-12,0.14791114285714285,51.857142857142854,21.142857142857142,0.025742857142857147,0.3527571428571428,0.08687142857142857,0.18435714285714289,0.18268571428571428
14,Green New Deal,2020-11-13,0.10715795652173915,46.391304347826086,24.956521739130437,0.038660869565217394,0.348904347826087,0.07704782608695653,0.17248260869565218,0.1784217391304348
15,Green New Deal,2020-11-14,0.07885166666666667,43.111111111111114,27.88888888888889,0.02341111111111111,0.29993333333333333,0.08723333333333333,0.1947,0.1453888888888889
16,Green New Deal,2020-11-16,0.1022792,48.8,24.0,0.03968000000000001,0.37076,0.10418000000000001,0.14114,0.17950000000000002
17,Green New Deal,2020-11-17,0.1321194,50.4,23.799999999999997,0.039760000000000004,0.35488,0.09128,0.16178,0.17378000000000002
18,Green New Deal,2020-11-18,0.02258899999999999,32.0,32.4,0.0221,0.3495,0.071,0.15074,0.25618
19,Green New Deal,2020-11-19,0.09379239999999998,45.2,25.8,0.02828,0.38927999999999996,0.07696000000000001,0.15280000000000002,0.17842
20,Green New Deal,2020-11-20,-0.028307400000000003,37.2,37.2,0.031560000000000005,0.33858000000000005,0.08552000000000001,0.19822,0.19968
21,Green New Deal,2021-01-06,0.08324808333333332,46.25,25.333333333333336,0.026083333333333337,0.35957500000000003,0.10203333333333334,0.16068333333333332,0.19017499999999998
22,Green New Deal,2021-01-07,0.06852404,44.0,28.24,0.033652,0.370616,0.08367999999999999,0.17738400000000001,0.183048
23,Green New Deal,2021-01-12,0.048583428571428576,39.42857142857143,27.285714285714285,0.05599285714285714,0.37320714285714285,0.06579285714285715,0.16335,0.1953642857142857
24,Green New Deal,2021-01-13,0.1123544,46.0,21.4,0.05052,0.3387,0.07486,0.12481999999999999,0.21466000000000002
25,Green New Deal,2021-01-15,0.1000734,44.4,25.0,0.027200000000000002,0.33822,0.07840000000000001,0.17720000000000002,0.18658
26,Green New Deal,2021-01-17,0.1047298,50.8,24.8,0.03144,0.45304,0.09481999999999999,0.13794,0.16219999999999998
27,Green New Deal,2021-01-19,0.15598233333333333,50.66666666666667,16.133333333333333,0.03888,0.32927999999999996,0.08181333333333334,0.12561333333333335,0.17586
28,Green New Deal,2021-01-21,0.10324517391304347,42.608695652173914,23.391304347826086,0.04664782608695652,0.3504608695652174,0.08099130434782609,0.16521304347826088,0.16927391304347827
29,Green New Deal,2021-01-20,0.1349726,46.0,20.8,0.04096,0.35723999999999995,0.08354,0.13126,0.19614
30,Green New Deal,2021-01-22,0.09502379999999999,41.6,25.2,0.01482,0.32348000000000005,0.11342000000000002,0.17074,0.18136000000000002
31,Green New Deal,2021-01-24,-0.04063265306122448,38.775510204081634,36.734693877551024,0.0,0.38244897959183677,0.11918367346938775,0.13408163265306122,0.13918367346938776
32,Green New Deal,2021-01-25,0.1038415,46.0,23.5,0.051500000000000004,0.41240000000000004,0.09620000000000001,0.16915,0.13975
33,Green New Deal,2021-01-28,0.09316,40.8,21.6,0.031906666666666667,0.39720666666666665,0.08026666666666667,0.14758666666666667,0.17523333333333332
34,Green New Deal,2021-01-30,0.1650646,51.2,22.6,0.0296,0.30110000000000003,0.22438000000000002,0.13296,0.13944
35,Green New Deal,2021-02-01,0.1397054,48.6,22.400000000000002,0.03612,0.24424,0.20232,0.1477,0.15333999999999998
36,Green New Deal,2021-02-02,0.08980450000000001,44.0,28.999999999999996,0.04075,0.3935,0.07440000000000001,0.19395000000000004,0.16704999999999998
