,Search,Entered on,compound_avg,percent_positive,percent_negative,angry_avg,fear_avg,happy_avg,sad_avg,surprise_avg
0,Obama,2020-10-22,0.056894866666666676,42.0,32.266666666666666,0.018893333333333335,0.3595133333333333,0.08652000000000001,0.18192,0.2721
1,Obama,2020-10-26,0.043982499999999994,38.6,31.0,0.0405,0.32442999999999994,0.09906000000000001,0.15377000000000002,0.22271000000000002
2,Obama,2020-10-27,-0.0176035,37.0,37.333333333333336,0.04423333333333333,0.3198,0.06523333333333334,0.18805,0.28353333333333336
3,Obama,2020-10-28,0.0061417000000000025,37.0,33.4,0.04556,0.27082,0.09109,0.18828,0.26064
4,Obama,2020-10-29,0.017964200000000003,35.199999999999996,30.8,0.039939999999999996,0.3002,0.07016,0.16212000000000001,0.28096000000000004
5,Obama,2020-10-31,0.045993799999999994,41.4,31.6,0.0332,0.2798,0.09588,0.1942,0.27022
6,Obama,2020-11-01,0.01168425,36.0,30.5,0.035075,0.26225000000000004,0.09080000000000002,0.157975,0.275825
7,Obama,2020-11-02,0.0363461,38.0,31.65,0.036270000000000004,0.2909,0.07996500000000001,0.16892500000000002,0.26890000000000003
8,Obama,2020-11-03,0.04661045161290324,38.064516129032256,29.193548387096772,0.0419741935483871,0.25481290322580646,0.07977741935483872,0.1811967741935484,0.27395806451612903
9,Obama,2020-11-04,0.041716,39.4,29.2,0.038180000000000006,0.23840000000000003,0.08396,0.2032,0.2816
10,Obama,2020-11-05,0.040236400000000005,38.7,30.0,0.03027,0.26843,0.08261000000000002,0.18983,0.27329
11,Obama,2020-11-08,0.040325200000000005,37.1,28.499999999999996,0.03416,0.28956000000000004,0.08041,0.15724000000000002,0.27907
12,Obama,2020-11-09,0.023069555555555555,36.72222222222222,29.5,0.039511111111111115,0.29782777777777775,0.07084444444444445,0.18253333333333333,0.26261111111111113
13,Obama,2020-11-12,0.032969,37.57142857142857,28.857142857142858,0.038857142857142854,0.2629714285714285,0.07695714285714286,0.19051428571428575,0.2671857142857143
14,Obama,2020-11-13,-0.02019030434782609,33.47826086956522,35.17391304347826,0.04590869565217391,0.2770347826086957,0.07668260869565217,0.17137826086956523,0.2615478260869565
15,Obama,2020-11-14,0.0362064,40.2,30.3,0.034760000000000006,0.28435,0.07221000000000001,0.17021,0.26098000000000005
16,Obama,2020-11-16,0.033208,39.0,30.8,0.04322000000000001,0.26322,0.10478,0.16556,0.2706
17,Obama,2020-11-17,0.0007675999999999998,35.0,33.800000000000004,0.03714,0.29096,0.08588,0.19994,0.23768
18,Obama,2020-11-18,-0.0036577999999999997,36.0,31.8,0.03522,0.28114,0.0717,0.20928,0.24204000000000003
19,Obama,2020-11-19,0.040872399999999996,38.6,31.8,0.031900000000000005,0.26926,0.07343999999999999,0.18644,0.2744
20,Obama,2020-11-20,0.03854860000000001,39.0,30.599999999999998,0.04914,0.29638,0.09794,0.15857999999999997,0.25938
21,Obama,2021-01-06,-0.001267666666666665,37.583333333333336,35.66666666666667,0.039825000000000006,0.29175833333333334,0.08315833333333333,0.18310833333333335,0.23820000000000002
22,Obama,2021-01-07,-0.021794439999999998,34.839999999999996,35.96,0.035628,0.280776,0.074552,0.187304,0.25398
23,Obama,2021-01-12,-0.004306857142857144,35.642857142857146,33.14285714285714,0.03701428571428572,0.2643785714285714,0.0728857142857143,0.17219285714285715,0.2757714285714286
24,Obama,2021-01-13,0.0318448,37.4,31.2,0.033080000000000005,0.28392,0.07922,0.1703,0.30082000000000003
25,Obama,2021-01-15,0.008694599999999999,37.0,33.4,0.027440000000000003,0.28690000000000004,0.08288000000000001,0.20154000000000002,0.24464000000000002
26,Obama,2021-01-17,0.1357128,47.4,26.400000000000002,0.04478,0.25344,0.21020000000000003,0.14106,0.214
