,Search,Entered on,compound_avg,percent_positive,percent_negative,angry_avg,fear_avg,happy_avg,sad_avg,surprise_avg
0,liberal,2020-10-22,0.039816000000000004,40.53333333333333,29.26666666666667,0.038939999999999995,0.34207999999999994,0.06990666666666667,0.21351333333333336,0.223
1,liberal,2020-10-26,0.0639041,42.199999999999996,29.4,0.0502,0.35290999999999995,0.07743000000000001,0.18504,0.20487
2,liberal,2020-10-27,0.04588999999999999,40.33333333333333,31.666666666666664,0.04195,0.34546666666666664,0.0763,0.1799,0.19768333333333335
3,liberal,2020-10-28,0.019583,38.1,34.4,0.038,0.31193000000000004,0.07357,0.21616,0.22785000000000002
4,liberal,2020-10-29,0.0012536000000000077,35.8,35.0,0.03474,0.30789999999999995,0.07856,0.19278,0.23340000000000002
5,liberal,2020-10-31,0.014205999999999996,37.2,33.4,0.04586,0.29794,0.07448,0.19745999999999997,0.19362000000000001
6,liberal,2020-11-01,0.043798750000000004,38.25,31.5,0.038825000000000005,0.31074999999999997,0.0866,0.20850000000000002,0.19722500000000004
7,liberal,2020-11-02,0.01655655,38.0,33.7,0.04024000000000001,0.294675,0.09191500000000001,0.195355,0.21512
8,liberal,2020-11-03,0.04135883870967742,40.38709677419355,33.322580645161295,0.04541612903225807,0.2655451612903226,0.09341612903225807,0.23578387096774195,0.21783870967741933
9,liberal,2020-11-04,0.0265254,35.8,32.4,0.03342,0.28148,0.10702,0.21312,0.20036
10,liberal,2020-11-05,0.024884,39.900000000000006,33.6,0.03504000000000001,0.2768,0.0908,0.21722,0.21944
11,liberal,2020-11-08,0.032005200000000004,41.699999999999996,34.599999999999994,0.047939999999999997,0.29689,0.08704,0.20198000000000002,0.20667000000000002
12,liberal,2020-11-09,0.042003882352941176,39.705882352941174,31.35294117647059,0.03988823529411765,0.2842941176470588,0.08831764705882354,0.20146470588235293,0.21894705882352944
13,liberal,2020-11-12,0.03059457142857143,39.0,33.57142857142857,0.03972857142857143,0.2863428571428571,0.0848,0.21640000000000004,0.22784285714285715
14,liberal,2020-11-13,0.023754260869565214,38.26086956521739,31.91304347826087,0.03548260869565218,0.2900478260869565,0.09082608695652172,0.19875652173913042,0.21084782608695654
15,liberal,2020-11-14,0.032987555555555555,40.666666666666664,34.0,0.038033333333333336,0.28961111111111115,0.08043333333333333,0.20253333333333334,0.20323333333333335
16,liberal,2020-11-16,-0.00039519999999999735,36.0,37.4,0.044680000000000004,0.29468000000000005,0.08958,0.20366000000000004,0.22064
17,liberal,2020-11-17,0.0267614,36.6,32.0,0.03098,0.3195,0.08616,0.18691999999999998,0.1958
18,liberal,2020-11-18,-0.022491800000000003,35.0,38.2,0.048920000000000005,0.25212,0.09974000000000001,0.23822,0.17432
19,liberal,2020-11-19,0.05081059999999999,39.6,30.4,0.05156,0.31760000000000005,0.09384,0.19228,0.19213999999999998
20,liberal,2020-11-20,0.009626399999999997,35.6,34.4,0.04058,0.30828,0.07794,0.1935,0.20716000000000004
21,liberal,2021-01-06,-0.023166833333333327,35.5,37.75,0.038775000000000004,0.3131333333333333,0.09326666666666666,0.20185833333333336,0.2256583333333333
22,liberal,2021-01-07,-0.0017427200000000006,37.64,35.199999999999996,0.04054000000000001,0.303752,0.093404,0.19961600000000004,0.20652399999999999
23,liberal,2021-01-12,0.052060214285714286,41.35714285714286,30.857142857142854,0.04157857142857144,0.2864857142857143,0.09894285714285715,0.18885,0.21290000000000003
24,liberal,2021-01-13,-0.011377999999999996,35.0,38.800000000000004,0.03552,0.3195,0.07486000000000001,0.20254000000000003,0.205
25,liberal,2021-01-15,0.0029456000000000005,36.6,35.4,0.03828,0.32088,0.09344,0.2099,0.195
26,liberal,2021-01-17,0.004750200000000001,37.4,36.8,0.043980000000000005,0.29832,0.10256,0.18782,0.20674
27,liberal,2021-01-19,0.02596226666666667,37.93333333333334,34.66666666666667,0.042333333333333334,0.2806266666666667,0.09832000000000002,0.18552666666666665,0.2146133333333333
28,liberal,2021-01-21,0.057058043478260864,40.47826086956522,30.60869565217391,0.04081304347826087,0.3043,0.10441304347826086,0.19106956521739132,0.20223478260869565
29,liberal,2021-01-20,0.0533758,40.8,29.4,0.03478,0.27126,0.0941,0.19519999999999998,0.19801999999999997
30,liberal,2021-01-22,0.0639992,38.2,28.799999999999997,0.03736,0.28015999999999996,0.10708000000000001,0.18838,0.1965
31,liberal,2021-01-24,0.054784000000000006,47.0,32.0,0.0443,0.3102,0.0975,0.1586,0.2685
32,liberal,2021-01-25,0.011674666666666667,38.0,36.666666666666664,0.039900000000000005,0.3036666666666667,0.09770000000000001,0.20856666666666668,0.22300000000000003
33,liberal,2021-01-28,0.05157953333333333,41.4,31.266666666666666,0.03966000000000001,0.31350666666666666,0.09377333333333335,0.19162666666666667,0.18813333333333337
34,liberal,2021-01-30,0.007628400000000003,34.0,31.2,0.045200000000000004,0.2837,0.07476,0.17486000000000002,0.18897999999999998
35,liberal,2021-02-01,0.0597012,41.8,28.199999999999996,0.031700000000000006,0.28762,0.10294,0.21418,0.18308
36,liberal,2021-02-02,0.0502275,39.0,29.5,0.0412,0.2687,0.10289999999999999,0.18875,0.1929
37,liberal,2021-02-04,0.0353902,39.2,28.799999999999997,0.04626,0.3047,0.08704,0.1835,0.17388
38,liberal,2021-02-08,0.0545352,41.6,29.799999999999997,0.0381,0.288,0.10396000000000001,0.20562,0.18969999999999998
39,liberal,2021-02-09,0.032027428571428575,38.714285714285715,34.0,0.038514285714285716,0.33258571428571426,0.08784285714285714,0.1899714285714286,0.2234
