,Search,Entered on,compound_avg,percent_positive,percent_negative,angry_avg,fear_avg,happy_avg,sad_avg,surprise_avg
0,COVID-19,2020-10-22,0.022053666666666662,39.733333333333334,34.2,0.0913,0.32513333333333333,0.11626000000000002,0.15763333333333332,0.21852000000000002
1,COVID-19,2020-10-26,0.01793311111111111,37.333333333333336,31.222222222222225,0.04137777777777778,0.3668,0.07716666666666668,0.18783333333333335,0.2028888888888889
2,COVID-19,2020-10-27,0.033342800000000006,37.0,27.400000000000002,0.0469,0.34703999999999996,0.07028,0.18478,0.18460000000000001
3,COVID-19,2020-10-28,0.0709434,41.3,26.3,0.03737000000000001,0.36989,0.07350999999999999,0.17978,0.20890999999999998
4,COVID-19,2020-10-29,0.022708399999999997,35.6,28.199999999999996,0.03836,0.3535,0.09162000000000001,0.19684,0.183
5,COVID-19,2020-10-31,-0.0026853999999999997,32.2,32.0,0.027100000000000003,0.36044000000000004,0.07537999999999999,0.17474,0.20157999999999998
6,COVID-19,2020-11-01,-0.005756333333333331,37.333333333333336,33.666666666666664,0.045866666666666674,0.33986666666666665,0.08656666666666667,0.2190333333333333,0.1781
7,COVID-19,2020-11-02,-0.0005224500000000012,34.300000000000004,31.8,0.0409,0.350495,0.09384,0.17539500000000002,0.19044999999999998
8,COVID-19,2020-11-03,0.02959925806451613,36.41935483870968,28.67741935483871,0.04294516129032258,0.3497870967741936,0.08451612903225807,0.177441935483871,0.1880451612903226
9,COVID-19,2020-11-04,0.029423200000000004,35.8,28.599999999999998,0.04918000000000001,0.39398,0.0857,0.16982,0.15278
10,COVID-19,2020-11-05,0.0261872,35.199999999999996,28.999999999999996,0.04193000000000001,0.36025,0.08930000000000002,0.17627,0.17370999999999998
11,COVID-19,2020-11-08,0.015149315068493149,34.24657534246575,30.76923076923077,0.052771338250790306,0.33628029504741835,0.07375131717597472,0.16250790305584825,0.1917913593256059
12,COVID-19,2020-11-09,0.0646019411764706,39.411764705882355,26.35294117647059,0.04548235294117647,0.33288235294117646,0.0924,0.16598235294117644,0.1985705882352941
13,COVID-19,2020-11-12,0.054298714285714283,40.57142857142857,29.714285714285715,0.045128571428571435,0.34445714285714285,0.09545714285714287,0.18931428571428574,0.18081428571428573
14,COVID-19,2020-11-13,0.07210347826086956,41.0,27.173913043478258,0.04482173913043479,0.3523,0.08483913043478261,0.17980869565217392,0.1929304347826087
15,COVID-19,2020-11-14,0.025534444444444446,35.66666666666667,29.666666666666668,0.03961111111111112,0.35163333333333335,0.07818888888888889,0.20176666666666668,0.17265555555555553
16,COVID-19,2020-11-16,0.021484200000000002,39.0,31.0,0.038200000000000005,0.33664,0.07442,0.20798000000000003,0.18027999999999997
17,COVID-19,2020-11-17,0.0493206,36.8,27.200000000000003,0.051320000000000005,0.34641999999999995,0.09838,0.19768,0.16558
18,COVID-19,2020-11-18,0.006383600000000001,36.199999999999996,31.8,0.03764,0.36588,0.06804,0.15124,0.19072
19,COVID-19,2020-11-19,0.029439200000000002,36.0,31.0,0.03674,0.39136000000000004,0.09602000000000001,0.18254,0.18264
20,COVID-19,2020-11-20,0.0662768,40.2,24.0,0.05236,0.30544,0.08406,0.19274000000000002,0.24076
21,COVID-19,2021-01-06,-0.004676250000000001,34.25,33.33333333333333,0.037125,0.33464166666666667,0.071925,0.17502500000000001,0.21910833333333335
22,COVID-19,2021-01-07,0.03255788,33.96,27.400000000000002,0.03928,0.36129199999999995,0.08268800000000001,0.164636,0.191216
23,COVID-19,2021-01-12,0.016225214285714287,32.64285714285714,29.28571428571429,0.04247142857142857,0.36442857142857144,0.07670714285714286,0.18882142857142858,0.15767857142857142
24,COVID-19,2021-01-13,0.0403622,36.6,23.400000000000002,0.04224,0.3245,0.10096000000000001,0.15230000000000002,0.17748
25,COVID-19,2021-01-15,0.005227800000000002,32.2,28.799999999999997,0.0303,0.42156,0.08454,0.16218000000000002,0.191
26,COVID-19,2021-01-17,0.0098856,34.8,34.0,0.02926,0.36092,0.09686000000000002,0.19251999999999997,0.16986
27,COVID-19,2021-01-19,0.02410073333333334,36.199999999999996,28.333333333333332,0.03392666666666667,0.3636266666666667,0.08978000000000001,0.16658,0.18748
28,COVID-19,2021-01-21,0.03781052173913043,35.391304347826086,26.565217391304348,0.040817391304347826,0.36943478260869567,0.08385652173913044,0.15787826086956522,0.1832521739130435
29,COVID-19,2021-01-20,0.058495599999999995,36.6,23.200000000000003,0.04258,0.38151999999999997,0.09492,0.14722,0.1773
30,COVID-19,2021-01-22,0.011321200000000005,33.4,30.599999999999998,0.02966,0.36662,0.0848,0.15274000000000001,0.1959
31,COVID-19,2021-01-24,0.035144,36.0,24.0,0.026600000000000002,0.3366,0.1281,0.1291,0.1891
32,COVID-19,2021-01-25,0.016702999999999996,31.5,27.0,0.028900000000000002,0.36160000000000003,0.0565,0.1747,0.2028
33,COVID-19,2021-01-28,0.04446426666666666,36.333333333333336,25.6,0.038386666666666666,0.3578866666666667,0.07496,0.1976466666666667,0.17598000000000003
34,COVID-19,2021-01-30,0.06054680000000002,37.4,25.4,0.0328,0.43612,0.07716,0.16286,0.1645
35,COVID-19,2021-02-01,0.0764814,40.0,21.0,0.0482,0.36626,0.08534,0.16169999999999998,0.17016000000000003
36,COVID-19,2021-02-02,0.0869745,39.5,23.0,0.04885,0.3856,0.08600000000000002,0.1673,0.12645
37,COVID-19,2021-02-04,0.048455,38.800000000000004,26.0,0.03656,0.35274,0.08706,0.15209999999999999,0.18096
