,Unnamed: 0,Search,Entered on,compound_avg,percent_positive,percent_negative,angry_avg,fear_avg,happy_avg,sad_avg,surprise_avg
0,0,BLM,2020-10-22,0.0916951875,64.0625,24.3125,0.02145625,0.30539375,0.06025000000000001,0.392575,0.14075
1,1,BLM,2020-10-26,-0.0704467,31.8,45.4,0.03417,0.36122,0.08397000000000003,0.17402,0.20206
2,2,BLM,2020-10-27,-0.008617333333333331,37.66666666666666,36.66666666666666,0.03666666666666667,0.33641666666666664,0.07983333333333334,0.1854333333333333,0.20605
3,3,BLM,2020-10-28,-0.08113669999999999,34.4,44.6,0.039860000000000013,0.28521,0.08488,0.20122,0.23427
4,4,BLM,2020-10-29,-0.026553400000000005,38.6,41.4,0.04344,0.28776,0.10036000000000002,0.18814,0.26588
5,5,BLM,2020-10-31,-0.075478,34.599999999999994,44.0,0.029360000000000008,0.30806,0.08478,0.20792,0.22508000000000003
6,6,BLM,2020-11-01,-0.14119025000000002,32.0,52.0,0.05797500000000001,0.3054250000000001,0.08315000000000003,0.19707500000000006,0.230625
7,7,BLM,2020-11-02,-0.06769934999999999,35.75,44.1,0.034815,0.29530499999999993,0.08713,0.19735000000000005,0.24095
8,8,BLM,2020-11-03,-0.03301687409551375,36.1794500723589,40.202604920405214,0.0426685962373372,0.3200578871201157,0.08967583212735168,0.1792040520984081,0.2365383502170767
9,9,BLM,2020-11-04,-0.051182599999999995,37.2,42.8,0.04772,0.28638,0.07378,0.19696,0.26052
10,10,BLM,2020-11-05,-0.0344819,38.0,42.1,0.03753,0.30848000000000003,0.09082,0.18479,0.25073
11,11,BLM,2020-11-08,-0.039895599999999996,37.0,40.3,0.03469,0.32127999999999995,0.08376,0.19079,0.22189
12,12,BLM,2020-11-09,-0.02132855555555556,37.5,37.944444444444436,0.041455555555555565,0.3065833333333333,0.08610000000000001,0.20393888888888886,0.21971111111111116
13,13,BLM,2020-11-11,-0.041555000000000016,31.0,37.0,0.0261,0.3625,0.0502,0.1851,0.1854
14,14,BLM,2020-11-12,-0.016056,35.85714285714286,36.428571428571416,0.032271428571428576,0.31234285714285714,0.08121428571428571,0.1854714285714286,0.2039142857142857
15,15,BLM,2020-11-13,-0.004898521739130435,38.69565217391304,36.47826086956522,0.0433,0.3094347826086957,0.08592608695652175,0.2004217391304348,0.1976695652173913
16,16,BLM,2020-11-14,-0.0933903,34.0,47.5,0.03843,0.29786,0.08606,0.20326,0.23468000000000003
17,17,BLM,2020-11-16,-0.10715340000000002,31.4,45.2,0.038960000000000015,0.3173,0.07690000000000001,0.19474,0.21934000000000006
18,18,BLM,2020-11-17,-0.08878880000000001,32.2,45.4,0.04488,0.27958000000000005,0.06456,0.21528000000000005,0.21518
19,19,BLM,2020-11-18,-0.006614599999999999,38.8,36.8,0.030220000000000007,0.32264000000000004,0.0976,0.19455999999999998,0.1924
20,20,BLM,2020-11-19,-0.056932599999999986,33.2,41.2,0.041260000000000005,0.30132000000000003,0.0875,0.17712,0.23444000000000004
21,21,BLM,2020-11-20,-0.0651014,34.8,40.40000000000001,0.03244,0.29648,0.1054,0.21088,0.19646
22,22,BLM,2021-01-06,-0.15712758333333332,29.16666666666667,53.83333333333334,0.036425000000000006,0.33433333333333337,0.08666666666666667,0.207275,0.23048333333333335
23,23,BLM,2021-01-07,-0.14405344,29.520000000000003,51.4,0.036308000000000014,0.35428000000000004,0.089412,0.193116,0.219912
24,24,BLM,2021-01-12,-0.1639874285714286,26.285714285714285,53.214285714285715,0.038321428571428576,0.3454428571428572,0.07931428571428571,0.2171214285714286,0.20135714285714287
25,25,BLM,2021-01-13,-0.15982320000000003,28.000000000000004,51.0,0.03998,0.3289,0.08771999999999999,0.1941,0.22866
26,26,BLM,2021-01-15,-0.08539679999999998,31.8,44.0,0.0279,0.33598,0.11417999999999999,0.18472,0.22064
27,27,BLM,2021-01-17,-0.07934760000000002,30.0,41.6,0.033760000000000005,0.3498200000000001,0.09210000000000003,0.16484,0.21082
28,28,BLM,2021-01-19,-0.06160520000000001,32.666666666666664,41.6,0.03548666666666666,0.3412266666666666,0.08929333333333334,0.18368,0.20711999999999997
29,29,BLM,2021-01-21,-0.04523484,33.76,38.52,0.035856,0.323384,0.092872,0.17681999999999998,0.202416
30,30,BLM,2021-01-20,-0.02371980000000001,38.0,37.4,0.03542,0.32841999999999993,0.09712,0.16777999999999998,0.21266
31,31,BLM,2021-01-22,-0.058759800000000015,34.4,42.4,0.043760000000000014,0.31576,0.07476000000000001,0.18748,0.21964
32,32,BLM,2021-01-24,0.010375999999999998,43.0,37.0,0.0727,0.34650000000000003,0.06420000000000001,0.1553,0.2107
33,33,BLM,2021-01-25,-0.06748233333333334,32.0,41.0,0.04406666666666666,0.2987333333333333,0.0993,0.20543333333333333,0.2152
34,34,BLM,2021-01-28,-0.06348733333333333,33.2,41.2,0.03332666666666667,0.3544533333333334,0.08842666666666668,0.17456000000000002,0.21066
35,35,BLM,2021-01-30,0.06318220000000001,45.0,33.800000000000004,0.035019999999999996,0.36926,0.11617999999999999,0.1424,0.18058
36,36,BLM,2021-02-01,0.05298859999999999,41.2,34.8,0.034260000000000006,0.38236,0.10468,0.18176,0.17443999999999998
37,37,BLM,2021-02-02,-0.019049,37.0,38.0,0.03185,0.34330000000000005,0.11585,0.17650000000000002,0.21705
38,38,BLM,2021-02-04,-0.031062400000000004,36.0,38.8,0.02738,0.34424,0.08104,0.1562,0.2487
39,39,BLM,2021-02-08,-0.0271692,33.4,35.2,0.03926,0.29966,0.09912,0.16434,0.19305999999999998
40,40,BLM,2021-02-09,-0.105422125,30.125,45.0,0.035687500000000004,0.3584375,0.0761,0.19533750000000005,0.1876125
41,41,BLM,2021-02-10,-0.07815559999999999,34.8,43.6,0.035960000000000006,0.36828,0.09072000000000001,0.18018,0.21036
0,0,Black Lives Matter,2020-10-22,-0.0439498031496063,49.4750656167979,47.50656167979002,0.01739501312335958,0.6195538057742782,0.02224409448818898,0.10606299212598423,0.2280183727034121
1,1,Black Lives Matter,2020-10-26,-0.0607562,54.1,40.40000000000001,0.033760000000000005,0.5978199999999999,0.059870000000000013,0.11915,0.16268000000000002
2,2,Black Lives Matter,2020-10-27,-0.04119333333333333,56.99999999999999,36.66666666666666,0.027116666666666667,0.5902833333333333,0.06185,0.12131666666666666,0.16693333333333332
3,3,Black Lives Matter,2020-10-28,-0.0937659,49.2,44.7,0.02525,0.6093500000000001,0.05425,0.11805000000000003,0.15569000000000002
4,4,Black Lives Matter,2020-10-29,-0.055931600000000005,52.2,39.4,0.024800000000000003,0.5483399999999999,0.07790000000000001,0.12028,0.19386
5,5,Black Lives Matter,2020-10-31,-0.1341774,47.2,43.8,0.029700000000000008,0.6157199999999999,0.047820000000000015,0.1113,0.13477999999999998
