,Search,Tweet,Entered on
0,Trump -filter:retweets,trump told minutes ago sell everything ,2021-01-13
1,Trump -filter:retweets,list laughing loud trump one ,2021-01-13
2,Trump -filter:retweets,blame trump trump federal response hes failed supp ,2021-01-13
3,Trump -filter:retweets,many scripts rump movie mini series etc producer play one ,2021-01-13
4,Trump -filter:retweets,breaking trump releases new video oval office impeachment ,2021-01-13
5,Trump -filter:retweets,cant forget said trump never president ,2021-01-13
6,Trump -filter:retweets,trump real knew rigged elections knew deep state swamp ac ,2021-01-13
7,Trump -filter:retweets,bye bye rudesyouve outlasted usefulness trump ,2021-01-13
8,Trump -filter:retweets,bwahahaha impeached trump whoa woke sleeping day wow thats got ,2021-01-13
9,Trump -filter:retweets,ca wait see trump bust hell ya ,2021-01-13
10,Trump -filter:retweets,former cult follower describes president trump created cult fo via tube ,2021-01-13
11,Trump -filter:retweets,matter trump biggest boxing championship weekend protests bemidji states moving ,2021-01-13
12,Trump -filter:retweets,louisville pastor calls curse says stolen election sad pastor lied nobody st ,2021-01-13
13,Trump -filter:retweets,sure like nancy gang working helping american people struggling pas ,2021-01-13
14,Trump -filter:retweets,ten republicans house voted democrats impeach trump ,2021-01-13
15,Trump -filter:retweets,president trump prophecy second term prophet sadhu via tube ,2021-01-13
16,Trump -filter:retweets,trump keeps 2nd term trump administration based time machine jus ,2021-01-13
17,Trump -filter:retweets,world leaders condemn social media ban trump twitter suspends 7 via tube ,2021-01-13
18,Trump -filter:retweets,pointless impeach trump couple days last day work news distractions ,2021-01-13
19,Trump -filter:retweets,hey clark kentall houseamp senate wanted easy ride trump train train derailed republicans ca r ,2021-01-13
20,Trump -filter:retweets,yet voted trump 97 time deserves praise ,2021-01-13
21,Trump -filter:retweets,ironic attacks zero wars trump supporting 8 years muslim bombing vp biden ,2021-01-13
22,Trump -filter:retweets,hell anyone listening guy gave us trump ,2021-01-13
23,Trump -filter:retweets,republicans convicting trump would purge trumpism dumb doin ,2021-01-13
24,Trump -filter:retweets,remember 8 hours ago article republicans couldnt ,2021-01-13
25,Trump -filter:retweets,still need trump approval irrelevant ,2021-01-13
26,Trump -filter:retweets,trump impeachments hoes ,2021-01-13
27,Trump -filter:retweets,trump cares hes dying inside greg next jail bankruptcy trump ,2021-01-13
28,Trump -filter:retweets,guy fucked decisions gave us trump 2016 would biden listen pardon trump ,2021-01-13
29,Trump -filter:retweets,ones causing problems president trump ,2021-01-13
30,Trump -filter:retweets,may worse trump ,2021-01-13
31,Trump -filter:retweets,senate convicted trump first time would mc connell led gop supporti ,2021-01-13
32,Trump -filter:retweets,donald trump done everything try destroy country lets hope fails ,2021-01-13
33,Trump -filter:retweets,trump impeached heres shrinking red base ,2021-01-13
34,Trump -filter:retweets,need save money rebuilt repair damage caused ,2021-01-13
35,Trump -filter:retweets,know think makes look better trump incited startin ,2021-01-13
36,Trump -filter:retweets,trump got impeached today 2nd time ,2021-01-13
37,Trump -filter:retweets,video message president donald j trump 11321 via tube ,2021-01-13
38,Trump -filter:retweets,wh realize embarrassing print everyday believe trump wrote ,2021-01-13
39,Trump -filter:retweets,long fed rev keeps printers running canada get allowance even trump potus ,2021-01-13
40,Trump -filter:retweets,watch full video pelosi speech calls impeachment trump via nytvideo ,2021-01-13
41,Trump -filter:retweets,mitch knows trump finished got dems take garbage ,2021-01-13
42,Trump -filter:retweets,donald johnathan trump ,2021-01-13
43,Trump -filter:retweets,knew politics id offer hypothesis inv ,2021-01-13
44,Trump -filter:retweets,conversation people future remember first heard trump ,2021-01-13
45,Trump -filter:retweets,dude calls trump voters rubes looks like banjo kid deliverance ,2021-01-13
46,Trump -filter:retweets,something graham begging senate impeach trump talking movement ,2021-01-13
47,Trump -filter:retweets,trump declared state emergency dc capitol brea ,2021-01-13
48,Trump -filter:retweets,blame trump amp definitely wo part also ,2021-01-13
49,Trump -filter:retweets,us president trump look second impeachment ,2021-01-13
50,Trump -filter:retweets,trump staffers staying job healthcare benefits ,2021-01-13
51,Trump -filter:retweets,next 7 days going wild likely beginning antics trump engage therel ,2021-01-13
52,Trump -filter:retweets,manson demise may prevent trump pardon ,2021-01-13
53,Trump -filter:retweets,trump impeached twice means ca pardons family boyah checkmate ,2021-01-13
54,Trump -filter:retweets,learned grifting best greene boebert cawthorn might well three kids trump suit ,2021-01-13
55,Trump -filter:retweets,maybe trump use chicken mc nugget defense senate trial ,2021-01-13
56,Trump -filter:retweets,trump bad president took entire week denouncing jan 6th didnt even write sp ,2021-01-13
57,Trump -filter:retweets,pretty clear trump doesnt either ,2021-01-13
58,Trump -filter:retweets,thats means theyve found 55 many months many children wont even know parents ,2021-01-13
59,Trump -filter:retweets,world leaders others time act communists suceeded ,2021-01-13
60,Trump -filter:retweets,trump punished fullest extent one try tried ever ,2021-01-13
61,Trump -filter:retweets,miss trump said ,2021-01-13
62,Trump -filter:retweets,total nonsense trump never said go inside capitol destroy property ,2021-01-13
63,Trump -filter:retweets,us mario trump mushroom stepped tf onn ,2021-01-13
64,Trump -filter:retweets,74 million trump voters let say 65 million legal right firearms let say 30 ,2021-01-13
65,Trump -filter:retweets,friday deadline georgia counties certify us senate election democrats jon ossof ,2021-01-13
66,Trump -filter:retweets,trump impeached us house 232 197 vote democrats 22 0 republicans 10 197 ,2021-01-13
67,Trump -filter:retweets,anything donald j trump maga supporters including january 20 202 ,2021-01-13
68,Trump -filter:retweets,trump ,2021-01-13
69,Trump -filter:retweets,much want see trump ass one thinking best wait ,2021-01-13
70,Trump -filter:retweets,saw trump really ,2021-01-13
71,Trump -filter:retweets,donald trump donald lannister ,2021-01-13
72,Trump -filter:retweets,japan particular interest trump like much ,2021-01-13
73,Trump -filter:retweets,say moscow mitch mad trump losing senate gig understatement ,2021-01-13
74,Trump -filter:retweets,evidence trump attempting insurrection ,2021-01-13
75,Trump -filter:retweets,unfortunately trump post presidential yet ,2021-01-13
76,Trump -filter:retweets,republicans said 4 years ago let president watch control easy protect de ,2021-01-13
77,Trump -filter:retweets,afraid release trump putin info dump kompromat putins gop gop betrayed america ,2021-01-13
78,Trump -filter:retweets,hey buddy president cheetos led insurrection clear speech give get ,2021-01-13
79,Trump -filter:retweets,remove trump amp hold allies congress accountable subverting democracy via mch 1 13 2021 ,2021-01-13
80,Trump -filter:retweets,knew going happen america well known total inability understand ,2021-01-13
81,Trump -filter:retweets,today obvious stopping trump race war republicans chance stop ,2021-01-13
82,Trump -filter:retweets,goal throughout entire journey moment descended beautiful escalator trump tow ,2021-01-13
83,Trump -filter:retweets,one week end term seriously getting van jones day trump became presi ,2021-01-13
84,Trump -filter:retweets,truly empire strikes back trump impeachments ,2021-01-13
85,Trump -filter:retweets,felony murder charges coming trump owns ,2021-01-13
86,Trump -filter:retweets,2024 irrelevant trump taking deep state ,2021-01-13
87,Trump -filter:retweets,republican party gasping last breath many allegiance trump instead constitution go pis dead ,2021-01-13
88,Trump -filter:retweets,us house impeaches trump second time 10 republicans vote yes trump republicans us house ,2021-01-13
89,Trump -filter:retweets,really 21 wait least couple days maybe curse yell mess tr ,2021-01-13
90,Trump -filter:retweets,makes anybody think trump money ca wait hear living street randolph ,2021-01-13
91,Trump -filter:retweets,well damn see pres trump gone ,2021-01-13
92,Trump -filter:retweets,trump got impeached twice yall lol love ,2021-01-13
93,Trump -filter:retweets,whether like president trump concern every american big tech ,2021-01-13
94,Trump -filter:retweets,people blame biden harris nancy virus cant control ,2021-01-13
95,Trump -filter:retweets,already weakened losing majority erode power needs trump nev ,2021-01-13
96,Trump -filter:retweets,looks part one trump fine people ,2021-01-13
97,Trump -filter:retweets,trump done cry ,2021-01-13
98,Trump -filter:retweets,basic math 65 americans white less 50 liberal percentage whi ,2021-01-13
99,Trump -filter:retweets,many times trump get impeached ,2021-01-13
100,Biden -filter:retweets,come middle pandemic fiction writers wouldnt dream ,2021-01-13
101,Biden -filter:retweets,19 minutes biden takes inauguration oath trike impeachment like trump fight ,2021-01-13
102,Biden -filter:retweets,graham sings whatever tune trump tells back side calling biden stop impeachment flipper ,2021-01-13
103,Biden -filter:retweets,swagger monkey ,2021-01-13
104,Biden -filter:retweets,yes waiting let biden becomes president ,2021-01-13
105,Biden -filter:retweets,biden really said thats yo man cause leave bitchh im hoppin yo spot ha ,2021-01-13
106,Biden -filter:retweets,trump told minutes ago sell everything ,2021-01-13
107,Biden -filter:retweets,certain kind stupid happy impeached one day trial ,2021-01-13
108,Biden -filter:retweets,stimulus rubio calls biden increase direct payments 200 first day presidency ,2021-01-13
109,Biden -filter:retweets,god biden hurry get find ,2021-01-13
110,Biden -filter:retweets,number one joe biden book ,2021-01-13
111,Biden -filter:retweets,ironic attacks zero wars trump supporting 8 years muslim bombing vp biden ,2021-01-13
112,Biden -filter:retweets,guy fucked decisions gave us trump 2016 would biden listen pardon trump ,2021-01-13
113,Biden -filter:retweets,take pto biden like safely office case ive useless ,2021-01-13
114,Biden -filter:retweets,thank president biden ,2021-01-13
115,Biden -filter:retweets,cant ban censor anyone disagrees th ,2021-01-13
116,Biden -filter:retweets,public health crisis created pandemic exacerbated long standing racial economic injustices ,2021-01-13
117,Biden -filter:retweets,also damn lie joe biden could best meat kamala ,2021-01-13
118,Biden -filter:retweets,cant wait start blaming biden fir every tiny little problem dems set example ,2021-01-13
119,Biden -filter:retweets,grasping straws prez comfortably amp 2 georgia seats run w r ,2021-01-13
120,Biden -filter:retweets,could substitute podesta biden video evidence right ,2021-01-13
121,Biden -filter:retweets,anyone believe actually beijing biden running account dude probably asleep h ,2021-01-13
122,Biden -filter:retweets,know 2020 presidential election ordered great loyal military leaders ,2021-01-13
123,Biden -filter:retweets,watching tonight said something really struck said troops protectin ,2021-01-13
124,Biden -filter:retweets,certainly majority pass time becua ,2021-01-13
125,Biden -filter:retweets,knew going happen america well known total inability understand ,2021-01-13
126,Biden -filter:retweets,turned righthunter bidenamphis daddy cozy relationships chinese ,2021-01-13
127,Biden -filter:retweets,solving climate crisis center biden job agenda deese ,2021-01-13
128,Biden -filter:retweets,thought biden wonpanic dc ,2021-01-13
129,Biden -filter:retweets,people blame biden harris nancy virus cant control ,2021-01-13
130,Biden -filter:retweets,anyone whos paying attention actual facts knows ridicul ,2021-01-13
