,Search,Tweet,Entered on
0,Trump -filter:retweets,kill trump supporters without warning amp quickly execute entire trump family prisoners warning n ,2021-02-02
1,Trump -filter:retweets,china lover eric swalwell makes clear dems obsessed impeaching trump feb 2 2021 ,2021-02-02
2,Trump -filter:retweets,need review nomination process nominator one trumps puppies ,2021-02-02
3,Trump -filter:retweets,trump throwing away winning hand ,2021-02-02
4,Trump -filter:retweets,smart sec def ,2021-02-02
5,Trump -filter:retweets,liberal version trump ,2021-02-02
6,Trump -filter:retweets,anyone else find even wanting use word trump sentence ie cats trump like ,2021-02-02
7,Trump -filter:retweets,president trump around nation capital wasting time tax dollars nothing ,2021-02-02
8,Trump -filter:retweets,ca ways claims still president election rigged ca imp ,2021-02-02
9,Trump -filter:retweets,happened muller report everyone republicans continue justify hatef ,2021-02-02
10,Trump -filter:retweets,january 2020 joke read second line ,2021-02-02
11,Trump -filter:retweets,next generation screenwriters total insanity trump years supply material n ,2021-02-02
12,Trump -filter:retweets,tell trumps behind actions exactly trump would ,2021-02-02
13,Trump -filter:retweets,house democrats say trump aimed mob like loaded cannon capitol impeachment briefing smart news ap ,2021-02-02
14,Trump -filter:retweets,trump lied 4000 times ,2021-02-02
15,Trump -filter:retweets,get hold post notes trump ,2021-02-02
16,Trump -filter:retweets,modi ji trump uncles best friend like trump ,2021-02-02
17,Trump -filter:retweets,trump throwing away winning hand ,2021-02-02
18,Trump -filter:retweets,positively yes trump ca trusted ,2021-02-02
19,Trump -filter:retweets,republican party hemorrhaging registered republicans since insurrection ,2021-02-02
20,Trump -filter:retweets,apparently mind 600 checks get sent dead bills trump ,2021-02-02
21,Trump -filter:retweets,left wing sellout attacked censored mike lindell anti trump bob sellers big hiss ,2021-02-02
22,Trump -filter:retweets,pelosi declared highjacked election via twitter back went president trump came office ,2021-02-02
23,Trump -filter:retweets,pentagon chief purges defense boards trump loyalists via ,2021-02-02
24,Trump -filter:retweets,think shes tired trump x biden x questions bidens sole pur ,2021-02-02
25,Trump -filter:retweets,worries sir gods got ,2021-02-02
26,Trump -filter:retweets,defend democracy called trumps evidence election theft wisconsin pennsylvania li ,2021-02-02
27,Trump -filter:retweets,miss 45 country never going look facism ruling miss president trump ,2021-02-02
28,Trump -filter:retweets,cup attempt january 6th former president trump flynn guliani planned failed need held justice ,2021-02-02
