,Search,Tweet,Entered on
0,Trump -filter:retweets,lets blame biden like blamed trump capital riots ,2021-01-20
1,Trump -filter:retweets,thinks even scratched surface trump corruption ,2021-01-20
2,Trump -filter:retweets,biden trump annyday also fuck america ,2021-01-20
3,Trump -filter:retweets,trump one kind ill miss made proud took long time show would like pres ,2021-01-20
4,Trump -filter:retweets,thrilled bills turned trump ,2021-01-20
5,Trump -filter:retweets,lots people probably voted trump first place current system failed want ,2021-01-20
6,Trump -filter:retweets,duped trump could literally fooled potato point ,2021-01-20
7,Trump -filter:retweets,going start banning republicans sense democratic pedo banned trump even th ,2021-01-20
8,Trump -filter:retweets,china sanctions pompeo trump administration officials ,2021-01-20
9,Trump -filter:retweets,biden acts stupidly trump vite trumps actions bias ,2021-01-20
10,Trump -filter:retweets,whats man likewise honestly election stolen amp joe biden child molester ,2021-01-20
11,Trump -filter:retweets,chris youre great american dont think trumps worst president weve ever ,2021-01-20
12,Trump -filter:retweets,steve journalism hand specimen studied wrong wi ,2021-01-20
13,Trump -filter:retweets,make world better nr 1 goal trump obviously played part excactly say incite violence ,2021-01-20
14,Trump -filter:retweets,trump anything positive happens biden admin credited joe kamala everyth ,2021-01-20
15,Trump -filter:retweets,china sanctions mike pompeo 27 trump officials ,2021-01-20
16,Trump -filter:retweets,oh went bidens inauguration didnt want humor rump anymore ,2021-01-20
17,Trump -filter:retweets,cares trump history bad history ,2021-01-20
18,Trump -filter:retweets,mc connell continue destroy democratic institutions government obstruc ,2021-01-20
19,Trump -filter:retweets,happy excited trump presidency anymore still need keep stuff like ,2021-01-20
20,Trump -filter:retweets,exactly like everything else trump presidency requires ,2021-01-20
21,Trump -filter:retweets,getting daniel sams 40 lks going trump card auctions saved ,2021-01-20
22,Trump -filter:retweets,want clear youre american dont live america really dont care opin ,2021-01-20
23,Trump -filter:retweets,word day schadenfreude could giddy watching groups realize ,2021-01-20
24,Trump -filter:retweets,according internal reports trump left note biden said partly ,2021-01-20
25,Trump -filter:retweets,look trump two ways worst president successful con man ,2021-01-20
26,Trump -filter:retweets,know youre already missing trump ,2021-01-20
27,Trump -filter:retweets,people sick sick sick sick miss president trump already ,2021-01-20
28,Trump -filter:retweets,president trump letter shit show joe ,2021-01-20
29,Trump -filter:retweets,retweet selected team jaish e mohammad releases video ahead trump visit thr ,2021-01-20
30,Trump -filter:retweets,since lost trump russia looking new president give benefits ,2021-01-20
31,Trump -filter:retweets,get archived thats procedure happened went obama trump ,2021-01-20
32,Trump -filter:retweets,thinks hes new trump ,2021-01-20
33,Trump -filter:retweets,hope trump goes prison see explanation 8 dimensional chess ,2021-01-20
34,Trump -filter:retweets,thought mr trump lost sayin ,2021-01-20
35,Trump -filter:retweets,yeah trump spied incoming administration like real presidents ,2021-01-20
36,Trump -filter:retweets,best lesser evil trump wanted ,2021-01-20
37,Trump -filter:retweets,like ol grumpy trump want take center stage everything could please sit thi ,2021-01-20
38,Trump -filter:retweets,china sanctions mike pompeo 27 trump officials ,2021-01-20
39,Trump -filter:retweets,3 ultimately lick boot corporations favor stability whatever trump brings ,2021-01-20
40,Trump -filter:retweets,reuters china move sanction former trump administration officials unproductive cynical spokes ,2021-01-20
41,Trump -filter:retweets,yknow one dream tweet read exactly like one trump ,2021-01-20
42,Trump -filter:retweets,sobering day seeing vocally anti trump really feet ,2021-01-20
43,Trump -filter:retweets,figured trump main go tactic ,2021-01-20
44,Trump -filter:retweets,si guy feeding pence rosenstein roberts stuff lin wood expecting trum ,2021-01-20
45,Trump -filter:retweets,mr biden puppet president doesnt even know without ,2021-01-20
46,Trump -filter:retweets,didnt agree ws policies decent man loves country val ,2021-01-20
47,Trump -filter:retweets,trump supporters blankball server server biden election ,2021-01-20
48,Trump -filter:retweets,republicans democrats trump corrosive divisive rh ,2021-01-20
49,Trump -filter:retweets,yoni michanie reciting wicked jews guy trustful good w ,2021-01-20
50,Trump -filter:retweets,respect donald trump ,2021-01-20
51,Trump -filter:retweets,hatred trump dnp main stream media unparalleled world extreme envy ,2021-01-20
52,Trump -filter:retweets,china sanctions mike pompeo 27 trump officials ,2021-01-20
53,Trump -filter:retweets,bigots bullies always crybabies heart need stand run away crying ,2021-01-20
54,Trump -filter:retweets,think trump left good note give twitter account back ,2021-01-20
