,Search,Tweet,Entered on
0,Trump -filter:retweets,trump reelected said joe fit office dementia ,2020-11-08
1,Trump -filter:retweets,wendy trump rhop ca another season bravo wwhl ,2020-11-08
2,Trump -filter:retweets,thread joshtpm let explain something faithless electors issue keep getting asked abo ,2020-11-08
3,Trump -filter:retweets,sure trump helping us pandemic ,2020-11-08
4,Trump -filter:retweets,trump arguably israel average americans yet netanyahu sold fa ,2020-11-08
5,Trump -filter:retweets,trump ruins everything touches bucs ,2020-11-08
6,Trump -filter:retweets,trump wins runs netanyahu ,2020-11-08
7,Trump -filter:retweets,sb said racist ass gettin deserves found trump supporter understand said ,2020-11-08
8,Trump -filter:retweets,see people claiming election illegitimate stolen trump ,2020-11-08
9,Trump -filter:retweets,sad sad interview narcissistic untruthful conman cannot scrape together enou ,2020-11-08
10,Trump -filter:retweets,thing say dead people voted happens every election ,2020-11-08
11,Trump -filter:retweets,trump campaign planning messaging blitz fuel election questions ,2020-11-08
12,Trump -filter:retweets,amp showed trump ,2020-11-08
13,Trump -filter:retweets,knew took end art block trump losing ,2020-11-08
14,Trump -filter:retweets,40 trump pocket ,2020-11-08
15,Trump -filter:retweets,morning biden went church donald trump played golf via yahoo news ,2020-11-08
16,Trump -filter:retweets,anyone watch still believe trump capable presidential behavior still get ,2020-11-08
17,Trump -filter:retweets,corner christian world noah_ villaverde progressive ,2020-11-08
18,Trump -filter:retweets,fact countries celebrating trump office screams louder words terrible ,2020-11-08
19,Trump -filter:retweets,unfairly vilified leaders like trump calling half country radical left 4 years ,2020-11-08
20,Trump -filter:retweets,dumb article news say rural nebraskans voted trump also ridiculous peo ,2020-11-08
21,Trump -filter:retweets,idiot rhinos haha thats new one even would rather idiot rhono trump supporter ,2020-11-08
22,Trump -filter:retweets,amazes drastic lies trump supporters make accuse biden cheating ,2020-11-08
23,Trump -filter:retweets,like common thread failure trump vote even gop whole ,2020-11-08
24,Trump -filter:retweets,election first time life felt actual threat life wake 2n ,2020-11-08
25,Trump -filter:retweets,zero score tom brady game unbelievable joe biden taking lead votes trump 2 left count ,2020-11-08
26,Trump -filter:retweets,john hickenlooper deranged trump fanatic ,2020-11-08
27,Trump -filter:retweets,since habit every four years trump republicans peri ,2020-11-08
28,Trump -filter:retweets,dollar taken huge beating trump lost bloody americans voted opposition ,2020-11-08
29,Trump -filter:retweets,republic china dpp party preferred colluded donald trump wh ,2020-11-08
30,Trump -filter:retweets,stupid people want vote count absenteemail ballots l ,2020-11-08
31,Trump -filter:retweets,trump elected ,2020-11-08
32,Trump -filter:retweets,feel sorry whoever listen pathetic whining jobbernowl men ,2020-11-08
33,Trump -filter:retweets,got trump ,2020-11-08
34,Trump -filter:retweets,im sticking said along isnt going anywhere lot innocent people ,2020-11-08
35,Trump -filter:retweets,bosnan men america dickride trump hard ,2020-11-08
36,Trump -filter:retweets,concede hold line keep faith stand behind president trump ,2020-11-08
37,Trump -filter:retweets,theyve actually court 10 times since election day trump administration 010 ,2020-11-08
38,Trump -filter:retweets,trump accept election results win via rings true today ,2020-11-08
39,Trump -filter:retweets,um tried comes trump ,2020-11-08
40,Trump -filter:retweets,need god come heavens tell parents trump fascist ,2020-11-08
41,Trump -filter:retweets,another thing keep hearing ds need understand trump voter really get ,2020-11-08
42,Trump -filter:retweets,yeah smart endure trump personally daily basis ,2020-11-08
43,Trump -filter:retweets,true poor thing believing con trump victim ,2020-11-08
44,Trump -filter:retweets,trump populist cut taxes rich went play golf ,2020-11-08
45,Trump -filter:retweets,ca wait see trump elected ,2020-11-08
46,Trump -filter:retweets,thank went joyous totally freaked hate trump truly hope ends priso ,2020-11-08
47,Trump -filter:retweets,trump flight risk ,2020-11-08
48,Trump -filter:retweets,agree latinos mean well like said fear reason see much hypocrisy f ,2020-11-08
49,Trump -filter:retweets,trump cant believe leaving white house used talk bullshit wen power ,2020-11-08
50,Trump -filter:retweets,sure surprise crew since 2015 actually much earlier dis ,2020-11-08
51,Trump -filter:retweets,slightly used trump voting booth need voting anymore add ,2020-11-08
