,Search,Tweet,Entered on
0,Trump -filter:retweets,real republicans admit two things 1 lost 2 bad country anyone else nati ,2020-11-11
1,Trump -filter:retweets,hand recount trump wins without computer intervening correct ,2020-11-11
2,Trump -filter:retweets,well thought trump would difficult certainly thought senate republicans would ,2020-11-11
3,Trump -filter:retweets,michael cohen knows trump probably better anyone michael cohen went jail trump michael coh ,2020-11-11
4,Trump -filter:retweets,send hotline sure someone go ,2020-11-11
5,Trump -filter:retweets,someone commented sum trump supporting shit mackenzies tiktok amp took ig bio amp changed tik ,2020-11-11
6,Trump -filter:retweets,trump really worried elections integrity hed put golf club get work ,2020-11-11
7,Trump -filter:retweets,great idea president trump approve bill nation wide executive order finally end antifa viol ,2020-11-11
8,Trump -filter:retweets,worked hard people affected pandemic slurping trumps aaho ,2020-11-11
9,Trump -filter:retweets,every time see trump see red orange face think subconsciously ,2020-11-11
10,Trump -filter:retweets,dont want hear single republican claim pro democracy ever theyve let wannabe dict ,2020-11-11
11,Trump -filter:retweets,hatred racist remarks death threats r pure evil promoted trump fox2news republicans ,2020-11-11
12,Trump -filter:retweets,weve got show donald trump youve gotta make count play straight dont look back ,2020-11-11
13,Trump -filter:retweets,got message says president requesting every registered vote ,2020-11-11
14,Trump -filter:retweets,like way trump super confident ,2020-11-11
15,Trump -filter:retweets,kinda looks like trump potatoheadofpalencia ,2020-11-11
16,Trump -filter:retweets,go trump ,2020-11-11
17,Trump -filter:retweets,talk biden following example ford pardoning predecessor difference nixon ,2020-11-11
18,Trump -filter:retweets,got right alleged fraud fact little none baghdad barbie cam ,2020-11-11
19,Trump -filter:retweets,civil war trump caused stealing election electoral college ,2020-11-11
20,Trump -filter:retweets,well kansashe return home run governorshipjust smirking way ole yell ,2020-11-11
21,Trump -filter:retweets,goes whatever moral superiority usa ever tried claim democracy ,2020-11-11
22,Trump -filter:retweets,like rump promoting people page republ ,2020-11-11
23,Trump -filter:retweets,showing trump presidency ,2020-11-11
24,Trump -filter:retweets,nobodys listening trump ,2020-11-11
25,Trump -filter:retweets,says fool following trump beck shapiro ,2020-11-11
26,Trump -filter:retweets,thats shocking thing race think always thought trump could win ones ,2020-11-11
27,Trump -filter:retweets,trying think trump built 4 years nothing came mind president obama left trump diamon ,2020-11-11
28,Trump -filter:retweets,stand trump ,2020-11-11
29,Trump -filter:retweets,want report donald trump discrediting vote mail wonder supporters didnt vote mail ,2020-11-11
30,Trump -filter:retweets,please add bernie elizabeth warren cabinet democrats united overcome trump speeches ,2020-11-11
31,Trump -filter:retweets,umm trump university trump bankruptcies trump deutch bank loans trump ,2020-11-11
32,Trump -filter:retweets,ive heard whistle blowers paid trump family co ,2020-11-11
33,Trump -filter:retweets,sound exactly like trump longer tell tweets apart truly unfortunate f ,2020-11-11
34,Trump -filter:retweets,trump 0 13 legal actions far ,2020-11-11
35,Trump -filter:retweets,mask shit around keep virus ever getting control md ,2020-11-11
36,Trump -filter:retweets,manipulation everyone ignore trump tweets tryi ,2020-11-11
37,Trump -filter:retweets,put 3rd trump flag truck hope one brings votes penn ,2020-11-11
38,Trump -filter:retweets,trump whole government ,2020-11-11
39,Trump -filter:retweets,whelming evidence biden trump fart face loser ,2020-11-11
40,Trump -filter:retweets,bet trump took ramp ,2020-11-11
41,Trump -filter:retweets,scheme trump could foiled aggressive national plan reduce infection rates ,2020-11-11
42,Trump -filter:retweets,arizona call terrible set chain events got us week later ar ,2020-11-11
43,Trump -filter:retweets,trum ,2020-11-11
44,Trump -filter:retweets,hope dems georgia learn something messaging policy chara ,2020-11-11
45,Trump -filter:retweets,everything trump touches even 2nd hand dies ,2020-11-11
46,Trump -filter:retweets,trump may accept results never concede aides say via im sure told fem ,2020-11-11
47,Trump -filter:retweets,trump klan bunch fricking wackos ivanka tweeting today great job alaska di ,2020-11-11
48,Trump -filter:retweets,pence could file 25 kick trump ,2020-11-11
49,Trump -filter:retweets,neither dump mean trump ,2020-11-11
50,Trump -filter:retweets,electorates likely ,2020-11-11
51,Trump -filter:retweets,worry fraudulent results overturned trump rightfully reelected ,2020-11-11
52,Trump -filter:retweets,smooth transition power necessary part democracythis proof trump doe ,2020-11-11
53,Trump -filter:retweets,case gop lots legislators battleground states mipaazwi legislators votes counte ,2020-11-11
54,Trump -filter:retweets,trump lost ability surprise us expect worst never disappointed ,2020-11-11
55,Trump -filter:retweets,tiffany trump puts red dress says shell thing like vote daddy ,2020-11-11
56,Trump -filter:retweets,republicans responsible trump could held accountable years ago ,2020-11-11
57,Trump -filter:retweets,trump michigan election lawsuit surfaces petty racist complaints ,2020-11-11
58,Trump -filter:retweets,michael cohen believe trump go jail ,2020-11-11
59,Trump -filter:retweets,dont understand people talking coup right okay thats sucks ,2020-11-11
60,Trump -filter:retweets,never happened wanted room full republi ,2020-11-11
61,Trump -filter:retweets,scoop divisive pentagon hire may rush troop withdrawals trump exit ,2020-11-11
62,Trump -filter:retweets,way trump got 70 votes way ,2020-11-11
63,Trump -filter:retweets,translationthe rnc agreed payoff trump somehow ,2020-11-11
64,Trump -filter:retweets,wa po article opinion piece actual reporting trumps court cases ,2020-11-11
65,Trump -filter:retweets,hilarious depressed teenager ,2020-11-11
66,Trump -filter:retweets,quick send trump money knows coun ,2020-11-11
67,Trump -filter:retweets,war crimes yemen rewarded fighter jets bombs help add name ,2020-11-11
68,Trump -filter:retweets,texas listen trump time soul searching texans knew sou ,2020-11-11
69,Trump -filter:retweets,patient 1 fcking hate trump wondering ,2020-11-11
70,Trump -filter:retweets,trump deserve respect ,2020-11-11
71,Trump -filter:retweets,run ins punchline politics slogan shouters tub ,2020-11-11
72,Trump -filter:retweets,trump paid recount ga biden still ,2020-11-11
73,Trump -filter:retweets,courts dont agree theyve thrown almost every single bullshi ,2020-11-11
74,Trump -filter:retweets,another thing ask pulling dangerous move impli ,2020-11-11
75,Trump -filter:retweets,read 12 legal complaints lawsuits ,2020-11-11
76,Trump -filter:retweets,trump winning 3 electoral votes ,2020-11-11
77,Trump -filter:retweets,dont afraid wont get passed supreme court justices uphol ,2020-11-11
78,Trump -filter:retweets,taxes helped rich nobel nominations mean fuck us law order trump phra ,2020-11-11
79,Trump -filter:retweets,know president trump win election president trump 4 years ,2020-11-11
80,Trump -filter:retweets,doin military parade let drum bang way democrats alarm ,2020-11-11
81,Trump -filter:retweets,odds trump legal cases changing 2020 us election outcome via sputnik int ,2020-11-11
82,Trump -filter:retweets,trump wouldnt path victory white house burning bet hell commit suicide ov ,2020-11-11
83,Trump -filter:retweets,obama pays men trump fucks porn stars ,2020-11-11
84,Trump -filter:retweets,trump making america great casting aspersions respected traditions amp ,2020-11-11
