,Search,Tweet,Entered on
0,Trump -filter:retweets,one fools tells people trump president god ,2021-02-08
1,Trump -filter:retweets,would endeavor say trump culled office candidacy ,2021-02-08
2,Trump -filter:retweets,lot people ca work fault ow ,2021-02-08
3,Trump -filter:retweets,lara logan calls deprogram conservatives never trump ,2021-02-08
4,Trump -filter:retweets,japanese people comments believing fake trump account ,2021-02-08
5,Trump -filter:retweets,careful wish gop setting trial vote impe ,2021-02-08
6,Trump -filter:retweets,love seeing trump flop ,2021-02-08
7,Trump -filter:retweets,trump lawyers blast impeachment trial political theater ,2021-02-08
8,Trump -filter:retweets,get many never liked personality trump never understand h ,2021-02-08
9,Trump -filter:retweets,take deep breath research facts still truly cant accept fact ,2021-02-08
10,Trump -filter:retweets,reminder trump already impeached historic second time trial document crime ,2021-02-08
11,Trump -filter:retweets,republican culture corruption disinformation amp cheating deep get censured sp ,2021-02-08
12,Trump -filter:retweets,realize elite continues even try hold accountable ,2021-02-08
13,Trump -filter:retweets,democrats plan started debates ,2021-02-08
14,Trump -filter:retweets,trump lawyers argue former president incite riots telling supporters fight like hell cnn politics ,2021-02-08
15,Trump -filter:retweets,ron johnson spreads lies defend trump tries blame capitol attack pelosi via ,2021-02-08
16,Trump -filter:retweets,would nice see find backbone like liz cheney stand gop used st ,2021-02-08
17,Trump -filter:retweets,forget impeachment donald trump arrest via thedailybeast ,2021-02-08
18,Trump -filter:retweets,lindseys wild ride take wild ride donald trumps large intestine see lindsey ,2021-02-08
19,Trump -filter:retweets,cant believe much abuse gop let trump crap us weve degraded insulted humiliated embar ,2021-02-08
20,Trump -filter:retweets,republicans lost house lost senate lost white house nra files bankruptcy trump banned fr ,2021-02-08
21,Trump -filter:retweets,wrong impeached senate impeachment conv ,2021-02-08
22,Trump -filter:retweets,fall could done time 4 ,2021-02-08
23,Trump -filter:retweets,please learn lesson make mistake twice vote person p ,2021-02-08
24,Trump -filter:retweets,trumps election fraud falsehoods cost taxpayers 519m counting please read wha ,2021-02-08
25,Trump -filter:retweets,donalds top hhs adviser paul alexander trouble cover ups disregard human ,2021-02-08
26,Trump -filter:retweets,fine people sides reference charlottesville riots white ,2021-02-08
27,Trump -filter:retweets,according democrat impeachment manager show witch trial salem evidence tha ,2021-02-08
28,Trump -filter:retweets,trump lie ,2021-02-08
29,Trump -filter:retweets,trump deed h ,2021-02-08
30,Trump -filter:retweets,patriots know conviction trump necessary mondaythoughts monday vibes monday motivation monday mood ,2021-02-08
31,Trump -filter:retweets,easy anything donald trump stimulus never hear money wi ,2021-02-08
32,Trump -filter:retweets,president trump greater one lives within show exactly ,2021-02-08
33,Trump -filter:retweets,really think aoc picked trump judges give break ,2021-02-08
34,Trump -filter:retweets,trump draft dodging ninny dragging us war cover insecurities means might lea ,2021-02-08
35,Trump -filter:retweets,showing trump done ,2021-02-08
36,Trump -filter:retweets,even pandemic either people fucki ,2021-02-08
37,Trump -filter:retweets,well read still love trump love ,2021-02-08
38,Trump -filter:retweets,one fools tells people trump president god ,2021-02-08
39,Trump -filter:retweets,gotcha sorry wasnt fully aware thats quite infuriating considering ,2021-02-08
40,Trump -filter:retweets,convict trump save america ,2021-02-08
41,Trump -filter:retweets,president trump spent months insisting 16 joint session congress final act vast plot destro ,2021-02-08
42,Trump -filter:retweets,oh whatever tried shame group journalists got called n ,2021-02-08
43,Trump -filter:retweets,amd still allow private residence trump inside little one track mind ,2021-02-08
44,Trump -filter:retweets,oh federalist lefty total agreement till point three biden didnt win 40k ,2021-02-08
45,Trump -filter:retweets,brief filed trump impeachment trial claims speech urged gathered peaceful despite ,2021-02-08
46,Trump -filter:retweets,trump easily guilty inciting 26 riot would drugs ,2021-02-08
47,Trump -filter:retweets,nope others disagree cut trump supporters life matter ,2021-02-08
48,Trump -filter:retweets,fails convict trump role terrorist attack 16 sending clear mess ,2021-02-08
49,Trump -filter:retweets,wapo sen richard shelby alabama reliable trump stooge announces retirement 2022 alabama bett ,2021-02-08
50,Trump -filter:retweets,dont pay attention politics cant speak much know support trump ,2021-02-08
51,Trump -filter:retweets,whats everyone cheering tom brady thought yall hated trump supporters ,2021-02-08
52,Trump -filter:retweets,think brady trump fanboy considered full persona new england patrio ,2021-02-08
53,Trump -filter:retweets,laugh democrats actually think putting trump trial help bring union c ,2021-02-08
54,Trump -filter:retweets,one fools tells people trump president god ,2021-02-08
55,Trump -filter:retweets,,2021-02-08
56,Trump -filter:retweets,trump convicted half jury biased gop senators ,2021-02-08
57,Trump -filter:retweets,house democrats ask biden white house documents related alleged trump administration political interference ,2021-02-08
58,Trump -filter:retweets,gop senator attempts blame nancy pelosi trump capitol riot impeachment trial looms voting moro ,2021-02-08
59,Trump -filter:retweets,get rid means testing disqualify anyone trump supporter ,2021-02-08
60,Trump -filter:retweets,hello everyone please sign petition asking mag move new california located trash ,2021-02-08
61,Trump -filter:retweets,convicting trump gonna feel good gonna save america ,2021-02-08
62,Trump -filter:retweets,brady got 7 rings nigga wanna bring trump laughing loud ,2021-02-08
63,Trump -filter:retweets,convict trump save america ,2021-02-08
64,Trump -filter:retweets,osama bin laden fly planes u ,2021-02-08
65,Trump -filter:retweets,keep pretending constitution matters republicans wanted impeach trump ,2021-02-08
66,Trump -filter:retweets,little gained defend trumps delusions point ,2021-02-08
67,Trump -filter:retweets,tbh trump gone think stability becoming established ,2021-02-08
68,Trump -filter:retweets,yes blew patriots penultimate wh visit go ,2021-02-08
69,Trump -filter:retweets,dems pushing new domestic terrorism law amid trump impeachment fuss via sputnik int ,2021-02-08
70,Trump -filter:retweets,another trump tragedy ,2021-02-08
71,Trump -filter:retweets,hawley reason kc super bowl loss trump cult member pulled 45 home state vs ,2021-02-08
72,Trump -filter:retweets,sag aftra bars donald trump readmission guild via wrap ,2021-02-08
73,Trump -filter:retweets,2021 trump banned social media voice amanda gorman amplified mondaythoughts monday motivation ,2021-02-08
74,Trump -filter:retweets,trump defacto leader gop ,2021-02-08
75,Trump -filter:retweets,trump buddha ,2021-02-08
76,Trump -filter:retweets,high time enforce separation church state churches pay taxes period pas ,2021-02-08
77,Trump -filter:retweets,jim guilty anything regarding trump however misleading guidance information ,2021-02-08
78,Trump -filter:retweets,trump speech call arms peacefully phrase trojan horse cover st ,2021-02-08
79,Trump -filter:retweets,unless convict amp remove trump permanently never claim want unity want ,2021-02-08
80,Trump -filter:retweets,equate 4 votes convict trump ,2021-02-08
81,Trump -filter:retweets,necessarily trump blew load 11 million dollar sb commercial last year 9 months later atte ,2021-02-08
82,Trump -filter:retweets,republicans fleeing party trump want part party ,2021-02-08
83,Trump -filter:retweets,completely disrespectful even trump real donald trump ,2021-02-08
84,Trump -filter:retweets,wo become trump party weak continue look way ,2021-02-08
85,Trump -filter:retweets,dudes iwr criminal changes indicted last year fraud trust amp acc ,2021-02-08
86,Trump -filter:retweets,14 historian tony judt explains usw europe dealt collaborators wwii postwar ,2021-02-08
87,Trump -filter:retweets,everything trump touches dies ,2021-02-08
88,Trump -filter:retweets,trump mob rightfully scares literally way going convict ,2021-02-08
89,Trump -filter:retweets,photos daily mail combined w soph ross intel suggest ivanka trump next act involves palling ar ,2021-02-08
90,Trump -filter:retweets,calling 2nd impeachment trial political theater accusing dems exploiting attack capital ,2021-02-08
91,Trump -filter:retweets,trump orange enough ,2021-02-08
92,Trump -filter:retweets,crazy perhaps change statement trump shooting someone trump shot someone 5t ,2021-02-08
93,Trump -filter:retweets,incitement new collusion goalpost moved trump fomented riot served cou ,2021-02-08
94,Trump -filter:retweets,one fools tells people trump president go ,2021-02-08
95,Trump -filter:retweets,must vote save america must vote convict trump ,2021-02-08
96,Trump -filter:retweets,referring party whole trump gang dancing cocaine fueled party ,2021-02-08
97,Trump -filter:retweets,donald j trump potus jan 621 insurrection capitol moscow mitch refus ,2021-02-08
98,Trump -filter:retweets,house democrats ask biden white house documents related alleged trump administration political interference ,2021-02-08
99,Trump -filter:retweets,trump could soon make return social media even create platform 2020 senior adviser says ,2021-02-08
100,Biden -filter:retweets,would anyone surprised biden nytaocdncetc plead guilty symbolically recognizing us ,2021-02-08
101,Biden -filter:retweets,biden press secretary jen psaki says wh conducted 100 interviews covid 19 relief bill mor ,2021-02-08
102,Biden -filter:retweets,telling proud boys according canadian government ,2021-02-08
103,Biden -filter:retweets,anyone see brazen talking checks flat lying saying finish job get ,2021-02-08
104,Biden -filter:retweets,get biden support minimum wage hike placate liberal base appears cost th ,2021-02-08
105,Biden -filter:retweets,democrats unveil 300 per child benefit biden stimulus gains steam washington post ,2021-02-08
106,Biden -filter:retweets,nice see biden stayed delaware monday morning got watch super bowl ,2021-02-08
107,Biden -filter:retweets,fake american president biden cut weapons country r ,2021-02-08
108,Biden -filter:retweets,include biden kind statement everyone needs wear mask everyone ,2021-02-08
109,Biden -filter:retweets,happy monday today 730p ct bidens first 2 weeks executive orders times election article hr127 ,2021-02-08
110,Biden -filter:retweets,despite repeated promises clamp racism asian americans president bidens justice department de ,2021-02-08
111,Biden -filter:retweets,fall could done time 4 ,2021-02-08
112,Biden -filter:retweets,call man sells influence information jobs biggest enemy nation used ca ,2021-02-08
113,Biden -filter:retweets,yeah prof received troll trying tell biden reach ice cube told pr ,2021-02-08
114,Biden -filter:retweets,yet republicans whining hunter biden book addiction conflict interest ,2021-02-08
115,Biden -filter:retweets,biden must step president evidence overwhelming ,2021-02-08
116,Biden -filter:retweets,big sad get howl hunter biden ,2021-02-08
117,Biden -filter:retweets,biden executive order count already exceeded number legitimate votes received ,2021-02-08
118,Biden -filter:retweets,webinar alert past weeks news impacting employers hr professionals made rapid pace ,2021-02-08
119,Biden -filter:retweets,socialist demonrat leftists exactly blame everyone else ,2021-02-08
120,Biden -filter:retweets,biden ran covid look handling thus far top list priorities real ,2021-02-08
121,Biden -filter:retweets,first 100 days hear experts join us thursday february 11th 700 pm est nationwide virtua ,2021-02-08
122,Biden -filter:retweets,corn pop says ca beat em cheat em joe biden america ,2021-02-08
123,Biden -filter:retweets,needing help synonyms biden fortified stolen ,2021-02-08
124,Biden -filter:retweets,oh federalist lefty total agreement till point three biden didnt win 40k ,2021-02-08
125,Biden -filter:retweets,watching clip said biden stand chance calling goofball dipsht insult ,2021-02-08
126,Biden -filter:retweets,cybersecurity challenges new presidential administration biden ,2021-02-08
127,Biden -filter:retweets,find hard believe americans really support biden e os ,2021-02-08
128,Biden -filter:retweets,hunter bidens book deal scandal hypocrisy breathtaking ,2021-02-08
129,Biden -filter:retweets,want biden bed chinese theyre getting money thats ,2021-02-08
130,Biden -filter:retweets,house democrats ask biden white house documents related alleged trump administration political interference ,2021-02-08
131,Biden -filter:retweets,extraordinary average price 583 homes sold q3 321k average loss per home q3 w ,2021-02-08
132,Biden -filter:retweets,biden needs grow pair ca let turn watergate iran contra bush war crimes ,2021-02-08
133,Biden -filter:retweets,hussein islamic muslim terrorist ruling beijing biden ,2021-02-08
134,Biden -filter:retweets,watch president joe biden wife get booed super bowl lv via tube ,2021-02-08
135,Biden -filter:retweets,chances anyone biden admin listening ,2021-02-08
136,Biden -filter:retweets,top story biden issues federal property interstate travel mask mandates ,2021-02-08
137,Biden -filter:retweets,republicans dont support president biden save america act dont forget return 14 ,2021-02-08
138,Biden -filter:retweets,part publications esa asked 18 international experts multiple horizons backgrounds ,2021-02-08
139,Biden -filter:retweets,house democrats ask biden white house documents related alleged trump administration political interference ,2021-02-08
140,Biden -filter:retweets,would urge everyone contact dem rep senators let know want minimum wage covid bill ,2021-02-08
141,Biden -filter:retweets,45 de santis blame floridas blasé attitude toward epidemic r ,2021-02-08
142,Biden -filter:retweets,ccp biden noose church needs investigate poss ,2021-02-08
143,Biden -filter:retweets,rep ron wright r tex died contracting covid 19 ,2021-02-08
144,Biden -filter:retweets,ok condem trump also condemned joe biden thousands jobs gone wyoming keyst ,2021-02-08
145,Biden -filter:retweets,taxes raped bonus fix shit biden ,2021-02-08
146,Biden -filter:retweets,biden admin withdrawing us agreements 3 central american countries restricted abilit ,2021-02-08
147,Biden -filter:retweets,knew andy reid hunter biden son ,2021-02-08
148,Biden -filter:retweets,aid sir devastating news seriously affects banking system biden go aid tesla jus ,2021-02-08
149,Biden -filter:retweets,66 percent republicans feel biden legitimately elected fair election ,2021-02-08
150,Biden -filter:retweets,power less month sycophantic treatment biden harris laughable ,2021-02-08
151,Biden -filter:retweets,bidens charge wheres fucking vaccine ,2021-02-08
152,Biden -filter:retweets,country way secure biden took office ,2021-02-08
153,Biden -filter:retweets,much labeling biden dems radical ,2021-02-08
154,Biden -filter:retweets,financial daily dose 282021 top story weak jan jobs report paves way bidens covid relief plan ,2021-02-08
155,Biden -filter:retweets,dead part story also left behind end kill list drone strikes ,2021-02-08
156,Biden -filter:retweets,chill everyone jeez biden president let take damn breath ,2021-02-08
157,Biden -filter:retweets,nope troll facts biden care never ,2021-02-08
158,Biden -filter:retweets,south dakota republicans want state attorney general rule constitutionality biden executive orders ,2021-02-08
159,Biden -filter:retweets,also jr wrote multiple books daddy office rnc bought mass ironically one ,2021-02-08
160,Biden -filter:retweets,pp expanded unemployment insurance biden new american rescue plan several opportunities ,2021-02-08
161,Biden -filter:retweets,biden control overstepping constitutional authority executive orders texas ag ,2021-02-08
162,Biden -filter:retweets,company gonna go faster kamala get biden ticket ,2021-02-08
163,Biden -filter:retweets,look long agree biden pulled ,2021-02-08
164,Biden -filter:retweets,lind seysblocking judge merrick garland pres bidens choice ag tantamount trea ,2021-02-08
165,Biden -filter:retweets,go castro route black ba ,2021-02-08
166,Biden -filter:retweets,biden played golf since becoming president ,2021-02-08
167,Biden -filter:retweets,someone put 25 speech need target money folks making 30000 dont get ,2021-02-08
168,Biden -filter:retweets,f america mean biden behind coup people know myanmar oil ,2021-02-08
169,Biden -filter:retweets,bad bidens super bowl pick looks like trump fan kicked butts ,2021-02-08
170,Biden -filter:retweets,think biden administration would picked pete buttigieg wanted quiet stay ,2021-02-08
171,Biden -filter:retweets,need working people government also voted joe biden millionaire career politician ,2021-02-08
172,Biden -filter:retweets,live white house holds press briefing ,2021-02-08
173,Biden -filter:retweets,biden laments lack black nfl coaches super bowl halftime interview ,2021-02-08
174,Biden -filter:retweets,biden said trump handling covid 19 even dire thought finding insufficient vaccine sup ,2021-02-08
175,Biden -filter:retweets,former treasury secretary concerned inflation current one ,2021-02-08
176,Biden -filter:retweets,haiti presidents term end 2022 biden administration says ,2021-02-08
177,Biden -filter:retweets,trumps january 6 speech rambling rant lies innuendo focused stopping electoral college results ,2021-02-08
178,Biden -filter:retweets,bigger 911 democrats brutally mercilessly punish trump terr ,2021-02-08
179,Biden -filter:retweets,provisions recovery act prevent happening 15 ,2021-02-08
180,Biden -filter:retweets,mfs talked lot people nuanced views biden done lot things ,2021-02-08
181,Biden -filter:retweets,excuse really every government living memory disaster ,2021-02-08
182,Biden -filter:retweets,note found joe biden desk good job super bowl video yesterday joe ge ,2021-02-08
183,Biden -filter:retweets,biden shortly landing plane much like one flew vice president eight ye ,2021-02-08
184,Biden -filter:retweets,joe biden nancy pelosi democrats deceived american people claim hunter binden ,2021-02-08
185,Biden -filter:retweets,actual scientists saying since dawn lie pcr validity even discussed bid ,2021-02-08
186,Biden -filter:retweets,cbo said kc would win cbo said tampa wouldnt beat green bay cbo said tampa wouldnt super bowl ,2021-02-08
187,Biden -filter:retweets,fact ater seeing picture biden church comment ,2021-02-08
188,Biden -filter:retweets,good government groups advised new administration consider launching broad effort rehire civil se ,2021-02-08
189,Biden -filter:retweets,georgia 66247 ballots cast underage people legally old enough vote biden margin victory 1000 ,2021-02-08
190,Biden -filter:retweets,gee return many obama gang biden admin proves biden zero independent input ,2021-02-08
191,Biden -filter:retweets,anyway rihanna gt joe biden ,2021-02-08
192,Biden -filter:retweets,joe biden norah donnell difficult reach herd immunity summer smart news ,2021-02-08
193,Biden -filter:retweets,urge congress biden administration take ambitious bipartisan approach authorizing record ,2021-02-08
194,Biden -filter:retweets,millions americans projected remain jobless biden packs us labor force foreign workers ,2021-02-08
195,Biden -filter:retweets,yes person debunked claim biden cover means hes linked know ethics standards appl ,2021-02-08
196,Biden -filter:retweets,hear biden really many people voting ag ,2021-02-08
197,Biden -filter:retweets,exact reason biden globalists bent otta shape worrying next ,2021-02-08
198,Biden -filter:retweets,biden responds like adult refreshing ,2021-02-08
199,Biden -filter:retweets,cotton biden liberal media friends finally coming around calling wuhan lab investigation fox news ,2021-02-08
200,BLM -filter:retweets,yeah im hello kitty says acab blm also think experiences victim arent valid dont rep ,2021-02-08
