,Search,Tweet,Entered on
0,Trump -filter:retweets,watch trump prematurely declares victory biden honorably prematurely concedes final votes c ,2020-11-01
1,Trump -filter:retweets,poll donald trump set win us presidency electoral college landslide ,2020-11-01
2,Trump -filter:retweets,uglies support trump ,2020-11-01
3,Trump -filter:retweets,many prominent members black community ,2020-11-01
4,Trump -filter:retweets,guess asleep last 6 months indeed shut roads lo ,2020-11-01
5,Trump -filter:retweets,would think trump scaministration ca get anyone competent work th ,2020-11-01
6,Trump -filter:retweets,wow donald trump look thugs sons btches trump pathetic trump supporters terrorists ,2020-11-01
7,Trump -filter:retweets,theres 60 car trump parade going thru palo alto el camino someone pop shit bruh ,2020-11-01
8,Trump -filter:retweets,hes mandump trump ,2020-11-01
9,Trump -filter:retweets,patriots trump ,2020-11-01
10,Trump -filter:retweets,really needs really good position administration joe ,2020-11-01
11,Trump -filter:retweets,north carolina trump ,2020-11-01
12,Trump -filter:retweets,jason comment chaos divisiveness trump ,2020-11-01
13,Trump -filter:retweets,line 25 trump supporting truckssuvs spent hour going el camino bay area g ,2020-11-01
14,Trump -filter:retweets,trump fools protesting democracy ,2020-11-01
15,Trump -filter:retweets,correct thinking trump subsidies farmers produce bought trump emb ,2020-11-01
16,Trump -filter:retweets,back 2016 trump supporter driving white truck seeing bumper sticker tried block view onc ,2020-11-01
17,Trump -filter:retweets,stupid motherfuckers cant wait till trump lose ,2020-11-01
18,Trump -filter:retweets,dems likely take senate worst comes trump wins lame duck 4 years ,2020-11-01
19,Trump -filter:retweets,head ama denounced potus baseless attacks motivations health care worke ,2020-11-01
20,Trump -filter:retweets,could read pandemic one knew anything handle star ,2020-11-01
21,Trump -filter:retweets,trump republicans strong lead early voting az go go arizona ,2020-11-01
22,Trump -filter:retweets,trump moves hood rapist ,2020-11-01
23,Trump -filter:retweets,pointlessreal smart trump supporters piss american voters morons ,2020-11-01
24,Trump -filter:retweets,group patriots carrying trump american flags walked behind antifa blm protesters st ,2020-11-01
25,Trump -filter:retweets,fighting dont take time read listen biden w ,2020-11-01
26,Trump -filter:retweets,losers till trump ,2020-11-01
27,Trump -filter:retweets,voting trump hes better lgbtq community ,2020-11-01
28,Trump -filter:retweets,paramilitary branch trump party red hats intimidat ,2020-11-01
29,Trump -filter:retweets,saw wild pack rednecks trump flags highway honking pissed rednecks fb today good day ,2020-11-01
30,Trump -filter:retweets,trump brainwashed guys feel sorr ,2020-11-01
31,Trump -filter:retweets,wow domestic terrorists caused traffic jam also managed take selfies one hand ,2020-11-01
32,Trump -filter:retweets,trump politician thus appeal ,2020-11-01
33,Trump -filter:retweets,lying cheating state cheating taxes fair ,2020-11-01
34,Trump -filter:retweets,waited 2 hours first day georgia go dawgs go trump ,2020-11-01
35,Trump -filter:retweets,irresponsible person part deep state trying queue v ,2020-11-01
36,Trump -filter:retweets,see iowa rally beginning trump making fun teleprompters wind ,2020-11-01
37,Trump -filter:retweets,nah mate trump gonna win georgia ,2020-11-01
38,Trump -filter:retweets,trump chronic liar fox news concerned presidential ,2020-11-01
39,Trump -filter:retweets,hello paul trump tactics load democrat states wi ,2020-11-01
40,Trump -filter:retweets,biden supporter white suv tried cut front truc ,2020-11-01
41,Trump -filter:retweets,actually agree voted four years president trump vote trump2020 ,2020-11-01
42,Trump -filter:retweets,trump closing rally arguments obama exists biden says mean insults imaginary rivers ballots floating ,2020-11-01
43,Trump -filter:retweets,election close every trump supporter chips 46 win big election day ,2020-11-01
44,Trump -filter:retweets,trump plans declare victory takes election night lead axios ,2020-11-01
45,Trump -filter:retweets,shy trump voter ,2020-11-01
46,Trump -filter:retweets,trump acting realistic campaign rallies obtain votes voters past four year ,2020-11-01
47,Trump -filter:retweets,character heart decency honesty values soul attributes john brennan avowed communis ,2020-11-01
48,Trump -filter:retweets,vote biden harris scrape donald trump america shoe ,2020-11-01
49,Trump -filter:retweets,donald trump white supremacist full stop vote youre white supremacist full stop ,2020-11-01
50,Trump -filter:retweets,sign times biden trump fans steal damage placards go ahead fucking retard let ,2020-11-01
51,Trump -filter:retweets,yet another trump insider cozying russians ,2020-11-01
52,Trump -filter:retweets,kamala harris campaigning town today huge parade lifted truck cousin fucking assholes keep driv ,2020-11-01
53,Trump -filter:retweets,plenty various shitshow scenarios offer including apparently ,2020-11-01
54,Trump -filter:retweets,arrest immediately man facebook claims hes pickup truck driver slammed biden harris volunt ,2020-11-01
55,Trump -filter:retweets,predictable trump love getting ass handed losing millions votes ,2020-11-01
56,Trump -filter:retweets,true rallies election make trump wins guessing bidens poor performance raising taxes ,2020-11-01
57,Trump -filter:retweets,trump supporters rebuke andor say misunderstood say biden dementia blah blah blah bs ,2020-11-01
58,Trump -filter:retweets,february trump hoax end debate ,2020-11-01
59,Trump -filter:retweets,get new job fired trump de santis needs put top resumé ,2020-11-01
60,Trump -filter:retweets,linda tangri wishes everybody wonderful sunday great week regardless trump biden wins coming elect ,2020-11-01
61,Trump -filter:retweets,complaining jackass understand blind panic ,2020-11-01
62,Trump -filter:retweets,nice game 2 clo ,2020-11-01
63,Trump -filter:retweets,equivalent trump holding bible lindsey graham talk religion family values ,2020-11-01
64,Trump -filter:retweets,dont fool trump aberration ,2020-11-01
65,Trump -filter:retweets,thing people understand heres one trump train idiots business number hit ,2020-11-01
66,Trump -filter:retweets,election like beyond polarizing vote trump ,2020-11-01
67,Trump -filter:retweets,video trump speaking scotus role determining election results taken context fact checke ,2020-11-01
68,Trump -filter:retweets,trump swamp voted republican areas also change vote end ,2020-11-01
69,Trump -filter:retweets,president trump keep promises lets look 5 ,2020-11-01
70,Trump -filter:retweets,sleepy joe political antique says folks choose trump biden m45t3r_g4ff3r ,2020-11-01
71,Trump -filter:retweets,go red donald j trump republican supermajority congress americans need ,2020-11-01
72,Trump -filter:retweets,black people would call military remove trump root evil blm ,2020-11-01
73,Trump -filter:retweets,numbers looking pretty good key states massive momentum trump right ene ,2020-11-01
74,Trump -filter:retweets,son lev parnas offers one trump tell via yahoo news ,2020-11-01
75,Trump -filter:retweets,found heart condition need able keep health insurance ,2020-11-01
76,Trump -filter:retweets,watch video biden car hits trump one laughing loud ,2020-11-01
77,Trump -filter:retweets,tell voted trump take cookie back ,2020-11-01
78,Trump -filter:retweets,truckers trump god trust vote save industry trump 2020 ,2020-11-01
