,Search,Tweet,Entered on
0,Trump -filter:retweets,otherwise destroy dem party putins goal never forget putin helped trump bernie ,2020-10-28
1,Trump -filter:retweets,smug trump look lot ,2020-10-28
2,Trump -filter:retweets,guess tuesday love see face trump wins another 4 years itll hilarious ,2020-10-28
3,Trump -filter:retweets,think trump three months least three supreme court justices ,2020-10-28
4,Trump -filter:retweets,really wondering uses village people ymca song rallies trump vote early 2020 election ,2020-10-28
5,Trump -filter:retweets,meanwhile installed polar opposite women beloved ruth bader ginsburg someone ,2020-10-28
6,Trump -filter:retweets,got spot gonna turn blind eye 40 years ,2020-10-28
7,Trump -filter:retweets,every time trump mocks covid covid covid televised rally mor ,2020-10-28
8,Trump -filter:retweets,love party compassion denouncing trump rallies might spread virus 99 survival ra ,2020-10-28
9,Trump -filter:retweets,tax records nobody certified tax records buying able negotiate 270 mill ,2020-10-28
10,Trump -filter:retweets,imagine trump trying walk stairs ,2020-10-28
11,Trump -filter:retweets,thanks admitting policy involves taking guns scotus keep trump power ,2020-10-28
12,Trump -filter:retweets,1027 update president chance win biden 92 trump 8 electoral vote biden 388 trump 150 popular vote bide ,2020-10-28
13,Trump -filter:retweets,idiotic going vote trump whether like ,2020-10-28
14,Trump -filter:retweets,trumps campaign website hacked cryptocurrency scammers hackers ,2020-10-28
15,Trump -filter:retweets,oh god needed hear tonight would give anything first ladyand joe ,2020-10-28
16,Trump -filter:retweets,trump rally time trump stupidest person room ,2020-10-28
17,Trump -filter:retweets,joe calling trump xenophobic shutting early ,2020-10-28
18,Trump -filter:retweets,welcome also yahoo great article well ,2020-10-28
19,Trump -filter:retweets,yes trump miserable practically impossible ,2020-10-28
20,Trump -filter:retweets,20 plus us years never witnessed heart pray result via ,2020-10-28
21,Trump -filter:retweets,imagine supporting donald trump sign mental illness ,2020-10-28
22,Trump -filter:retweets,none google searches help case america dictatorship trump ,2020-10-28
23,Trump -filter:retweets,donald trump destroyed entire country ,2020-10-28
24,Trump -filter:retweets,us president trump election campaign attack hackers website briefly confiscated ,2020-10-28
25,Trump -filter:retweets,moves threaten stifle major source objective us gov information climate change underpins ,2020-10-28
26,Trump -filter:retweets,apparently c om mu ni ty know trump supporter unfollowed ,2020-10-28
27,Trump -filter:retweets,donald trump killing supporters vs joe biden keeping voters alive thanks donald le ,2020-10-28
28,Trump -filter:retweets,f going omaha tonight trump shows kills bunch supporters freezing death ,2020-10-28
29,Trump -filter:retweets,put money mouth trump lose badly ,2020-10-28
30,Trump -filter:retweets,trump could care less people photo op ,2020-10-28
31,Trump -filter:retweets,hes business genius tell con man trump maneuvered way trouble chicago ,2020-10-28
32,Trump -filter:retweets,cnn report trump bad according cnn great journalism everyone ,2020-10-28
33,Trump -filter:retweets,trump literally leaving vulnerable cold conservatism purest form ,2020-10-28
34,Trump -filter:retweets,options besides biden trump vote green ,2020-10-28
35,Trump -filter:retweets,concern valid gathered ,2020-10-28
36,Trump -filter:retweets,let trump try feeble evil ,2020-10-28
37,Trump -filter:retweets,doland trump ,2020-10-28
38,Trump -filter:retweets,thisxwere trump msm theceorld would hyperventilating ,2020-10-28
39,Trump -filter:retweets,rump forgiven 270 debt tax return shows fucking brilliant business man many ,2020-10-28
40,Trump -filter:retweets,whenever trump says coming two weeks means isnt plan kind two weeks trump speak f ,2020-10-28
41,Trump -filter:retweets,moment trump making way stage ,2020-10-28
42,Trump -filter:retweets,bet winnings trump ,2020-10-28
43,Trump -filter:retweets,coronavirus case trump could made via ,2020-10-28
44,Trump -filter:retweets,loser trump ,2020-10-28
45,Trump -filter:retweets,feel trump getting injected baby goo ,2020-10-28
46,Trump -filter:retweets,hopefully nov3 trump cruel cruel hoax ,2020-10-28
47,Trump -filter:retweets,want know trump uses 2 hands carefully drink glass water ,2020-10-28
48,Trump -filter:retweets,agree outrageous things trump consistently accused true ,2020-10-28
49,Trump -filter:retweets,imagine evidence biden compromised watch biden wins primary r ,2020-10-28
50,Trump -filter:retweets,tell trump cool cops omaha police department deal trump supp ,2020-10-28
51,Trump -filter:retweets,funny cuz trump shot wad face chinese bank account looks ,2020-10-28
