,Search,Tweet,Entered on
0,Trump -filter:retweets,trump last day office ,2021-01-22
1,Trump -filter:retweets,remember trump blamed china even though knew russia look america ,2021-01-22
2,Trump -filter:retweets,hours inauguration signed executive order formally revoked former trumps travel ,2021-01-22
3,Trump -filter:retweets,please review transcripts trump discussions putin bring trump translator obtain su ,2021-01-22
4,Trump -filter:retweets,seriously joke fathers erection one trump family class ,2021-01-22
5,Trump -filter:retweets,adult dependents trump stimulus receive anything lowest points ,2021-01-22
6,Trump -filter:retweets,slow senate trial following evidence going draw ,2021-01-22
7,Trump -filter:retweets,realize trump pres ,2021-01-22
8,Trump -filter:retweets,texas suing stop biden 100 day pause deportations smart news tx politicians continue trumps dis ,2021-01-22
9,Trump -filter:retweets,absolute incompetence trump administration give concession without securing additional doses return ,2021-01-22
10,Trump -filter:retweets,long joe signs executive order undoing president trump work human trafficking already ,2021-01-22
11,Trump -filter:retweets,sides time arguments still needs able ever run pu ,2021-01-22
12,Trump -filter:retweets,trump ads kisser graft list ,2021-01-22
13,Trump -filter:retweets,political revenge coming anyone associated trumpthat epitome pot calling kettle black ,2021-01-22
14,Trump -filter:retweets,really think reps stop crowing wars trump wasnt didnt try got lucky ,2021-01-22
15,Trump -filter:retweets,someone explain theyre still trying impeach trump whats point ,2021-01-22
16,Trump -filter:retweets,ivanka trump president 2024 ,2021-01-22
17,Trump -filter:retweets,mean open tech fund anyone know ,2021-01-22
18,Trump -filter:retweets,sorry write ivanka trump worse paris hilton sorry write ,2021-01-22
19,Trump -filter:retweets,real genuine telegram page father president donald j trump ,2021-01-22
20,Trump -filter:retweets,roflmaotr ump partners crime back pedaling covering complicity insurrection ,2021-01-22
21,Trump -filter:retweets,yes former president trump offered hotel guard good man always looking little guy ,2021-01-22
22,Trump -filter:retweets,trump hear running justin bellucci mirror tubeより ,2021-01-22
23,Trump -filter:retweets,hypocrites hypocrisy democrats cmon man impeach biden oh c amon manthe democ ra ts rea ,2021-01-22
24,Trump -filter:retweets,question guys able tell difference online trump cultists ,2021-01-22
25,Trump -filter:retweets,blaber abt racism call trump orange monster lecture freedom ,2021-01-22
26,Trump -filter:retweets,man trump bum ,2021-01-22
27,Trump -filter:retweets,jesus man least pull head trumps ass long enough take breath ,2021-01-22
28,Trump -filter:retweets,senate democratic majority leader chuck schumer says trump trial begin february 8 credit first squawk ,2021-01-22
29,Trump -filter:retweets,think lot sort thing gone sides past 4 years th ,2021-01-22
30,Trump -filter:retweets,trump offered hotel ,2021-01-22
31,Trump -filter:retweets,trump never said masks work said believes masks certain situations nevada masks ,2021-01-22
32,Trump -filter:retweets,think polling predicted trump losing 2020 polls missing even right wi ,2021-01-22
33,Trump -filter:retweets,trump take biden ad harris ,2021-01-22
34,Trump -filter:retweets,sound like leftist hater trump gave back lowest paid workers ,2021-01-22
35,Trump -filter:retweets,mr dale think problem addicted fact checking morons 4 years trump th ,2021-01-22
36,Trump -filter:retweets,trial former president trump start february 8 schumer ,2021-01-22
37,Trump -filter:retweets,2 one absolutely praise biden pretty remarkable executive orders differences trump still dem ,2021-01-22
38,Trump -filter:retweets,sheltering parler saw everything saw parler trump supporters placing ,2021-01-22
39,Trump -filter:retweets,fair trump didhe presumptuous action words mean thoug ,2021-01-22
40,Trump -filter:retweets,longer trump lackey nato reduce military spending ,2021-01-22
41,Trump -filter:retweets,shame fax news deliver message much paid message hope ,2021-01-22
42,Trump -filter:retweets,may recall early december reports emerged states told trumps hhs expect fewer doses ,2021-01-22
43,Trump -filter:retweets,senator graham former president trump held accountable deaths caused ,2021-01-22
44,Trump -filter:retweets,democrats say impeachment trial trump begin week feb 8 ,2021-01-22
45,Trump -filter:retweets,donors esformes family stole 38 medicare rabbi lipskar rewards ,2021-01-22
46,Trump -filter:retweets,promised much confidence would trump inauguration ,2021-01-22
47,Trump -filter:retweets,oh hell ,2021-01-22
48,Trump -filter:retweets,wonder trump feeling sudden drastic loss attention might tempted represent ,2021-01-22
49,Trump -filter:retweets,national guard sleeping garage since jan 6th trump nothing biden fixing ,2021-01-22
50,Trump -filter:retweets,safe say president wife treated disrespectfully disgracefully melania tru ,2021-01-22
51,Trump -filter:retweets,congratulations president trump ,2021-01-22
52,Trump -filter:retweets,democratic senate get rid jim crow era filibuster rule requiring 60 votes trump party wi ,2021-01-22
53,Trump -filter:retweets,issues wait promised vacation fo ,2021-01-22
54,Trump -filter:retweets,dems real hard trump ,2021-01-22
55,Trump -filter:retweets,whole gop offended calling racism bad thing feels lot like clinton said half trump supporter ,2021-01-22
56,Trump -filter:retweets,annoying last week trump admin 910k daily doses wee ,2021-01-22
57,Trump -filter:retweets,wrong biden could use rule trump ,2021-01-22
58,Trump -filter:retweets,probably called journalists scoured nation diners dimwits called trump man ,2021-01-22
59,Trump -filter:retweets,customers left ,2021-01-22
60,Trump -filter:retweets,trump foreign policy overarching ideas strategies unless define winging policy ,2021-01-22
61,Trump -filter:retweets,one thing clearly obvious trump admin professional prepared current admin ,2021-01-22
62,Trump -filter:retweets,disgusting anything trump ever said ,2021-01-22
63,Trump -filter:retweets,schumer jan6 insurrection capitol incited donald j trump day none us ever forget al ,2021-01-22
64,Trump -filter:retweets,laughing loud youre thinking trump deep places dont talk cocktail parties youre w ,2021-01-22
65,Trump -filter:retweets,bet bitcoin trump declares bankruptcy ,2021-01-22
66,Trump -filter:retweets,zero chance incompetent trump could manage get candidate ballot could sure grift ,2021-01-22
67,Trump -filter:retweets,senate expects get impeachment article monday triggering start trumps trial feb 8 ,2021-01-22
68,Trump -filter:retweets,3rd day trump presidency defended liar sean spicer coined term alternative ,2021-01-22
69,Trump -filter:retweets,nude nudes tiktok leak 2021 vhackerr dick exposed nsfw 18 pic cock biden pics photo video donald blackpink trump ,2021-01-22
70,Trump -filter:retweets,trump getting first daily briefing pays atten ,2021-01-22
71,Trump -filter:retweets,trump wasnt known bully staff though evidenced dr anthony faucis al ,2021-01-22
72,Trump -filter:retweets,let trump go get cry cause 11 milli ,2021-01-22
73,Trump -filter:retweets,conservatives saying tweeting pushing many executive orders blame trump comes h ,2021-01-22
74,Trump -filter:retweets,jared kushner drapes trump family ,2021-01-22
75,Trump -filter:retweets,josh hawley ludicrous clean act continues claimed enabling trump lie election h ,2021-01-22
76,Trump -filter:retweets,work ah like trump lover musk could care less employees getting covid thanks pass ,2021-01-22
77,Trump -filter:retweets,watch donald trump opens dc hotel men women uniform ,2021-01-22
78,Trump -filter:retweets,trump impeachment trial start week feb 8 schumer says im sure lot evidence present ,2021-01-22
79,Trump -filter:retweets,think cruz ca wait say trump tweet yo ,2021-01-22
80,Trump -filter:retweets,mention trump wasnt taken secure location capitol attack ,2021-01-22
81,Trump -filter:retweets,remember one time mag thought trump cared demanding congress give stimulus money yet still sat ,2021-01-22
82,Trump -filter:retweets,even gonna talk racists exclude biden act like trump racist ,2021-01-22
83,Trump -filter:retweets,president trump say ,2021-01-22
84,Trump -filter:retweets,seems kinda incestuous eh kinda like trump wanting date ivanka ,2021-01-22
85,Trump -filter:retweets,thats im saying joe soft gop soft trump already following ,2021-01-22
86,Trump -filter:retweets,painfully stupid article lt federalistgt tries blame dems forthe insurrection incited trump feedi ,2021-01-22
87,Trump -filter:retweets,true true c murder ca get pardoned state time federal either way trump ,2021-01-22
88,Trump -filter:retweets,isnt trump ,2021-01-22
89,Trump -filter:retweets,trump lost ,2021-01-22
90,Trump -filter:retweets,feckless gopukes wont convict trump doesnt matter new york ,2021-01-22
91,Trump -filter:retweets,trial shocking know everything trump convicted ,2021-01-22
92,Trump -filter:retweets,impeach biden trending good reason k pop stans turning shitpost factory bles ,2021-01-22
93,Trump -filter:retweets,congress kicks national guard cold garage trump opens dc hotel men wome ,2021-01-22
94,Trump -filter:retweets,catching late late show absolutely brilliant tonight wonderful tender heartbreaking ,2021-01-22
95,Trump -filter:retweets,plan plan thats argument oh boy trump worked priva ,2021-01-22
96,Trump -filter:retweets,first came donald trump twitter account protest twitter account ,2021-01-22
97,Trump -filter:retweets,education regarding issue fact trump pulled ppl wuhan w ,2021-01-22
98,Trump -filter:retweets,lil good news aperitif tireless work ,2021-01-22
99,Trump -filter:retweets,trump shot 68 playing ladies tees taking putts quit 9 ,2021-01-22
100,Biden -filter:retweets,context fairness president bidens cancellation keystone pipeline ,2021-01-22
101,Biden -filter:retweets,dr fauci complaint done sit sign name dr fauci ca talk someone ,2021-01-22
102,Biden -filter:retweets,biden babies ,2021-01-22
103,Biden -filter:retweets,dont think biden thinks begin laugh dudes puppet strings mine w ,2021-01-22
104,Biden -filter:retweets,caravans refugees arent coming work wont jobs 11 million illegals get ,2021-01-22
105,Biden -filter:retweets,r offended pres biden calls decency personal attack something must b wrong u r ,2021-01-22
106,Biden -filter:retweets,biden giving vibes across oceans seas ,2021-01-22
107,Biden -filter:retweets,youre right problem removing likeness curious though anything ,2021-01-22
108,Biden -filter:retweets,f needs cookies jill biden joe biden throw troops underground garage ,2021-01-22
109,Biden -filter:retweets,anyone keeping track lies bidens campaign told already big ones ,2021-01-22
110,Biden -filter:retweets,want listen first make sure speed ,2021-01-22
111,Biden -filter:retweets,yes person pointing reality dumb biden sent troo ,2021-01-22
112,Biden -filter:retweets,biden jan 421 200 immediately jan2221 1400 maybe march wow get shit together ,2021-01-22
113,Biden -filter:retweets,impeach biden k pop fans keep joe biden company prison soon ,2021-01-22
114,Biden -filter:retweets,joe biden seeking votes disease could impact every nation pers ,2021-01-22
115,Biden -filter:retweets,bus tickets insurrection christian ziegler went via heraldtribune ,2021-01-22
116,Biden -filter:retweets,scarf lady wonders ask biden coronavirus team one reason flipping tr ,2021-01-22
117,Biden -filter:retweets,biden always left obama ,2021-01-22
118,Biden -filter:retweets,want full trial president lay evidence voter fraud prove ,2021-01-22
119,Biden -filter:retweets,maybe biden rehire director fbi ,2021-01-22
120,Biden -filter:retweets,ca worse crime bill biden cruel nonviolent crime kamala ,2021-01-22
121,Biden -filter:retweets,texas suing stop biden 100 day pause deportations smart news tx politicians continue trumps dis ,2021-01-22
122,Biden -filter:retweets,lol biden tan suit scandal ,2021-01-22
123,Biden -filter:retweets,sides time arguments still needs able ever run pu ,2021-01-22
124,Biden -filter:retweets,long biden wait side recognize winner fair election one wasnt rigged ,2021-01-22
125,Biden -filter:retweets,instead watching cable tv tweeting nonsense joe biden signed 15 executive orders including joining ,2021-01-22
126,Biden -filter:retweets,kidding biden wouldnt know truth slapped face amp neit ,2021-01-22
127,Biden -filter:retweets,beijing biden obvious ,2021-01-22
128,Biden -filter:retweets,yummy thanks flotus ,2021-01-22
129,Biden -filter:retweets,hey go home nope photo op time get asses freezing garage line ,2021-01-22
130,Biden -filter:retweets,american friend found parents voted biden said neve ,2021-01-22
131,Biden -filter:retweets,thankful manual r ts allowed preservation greatest biden tweet time ,2021-01-22
132,Biden -filter:retweets,trump take biden ad harris ,2021-01-22
133,Biden -filter:retweets,press sec already said biden erred going difficult 1460 days ,2021-01-22
134,Biden -filter:retweets,2 one absolutely praise biden pretty remarkable executive orders differences trump still dem ,2021-01-22
135,Biden -filter:retweets,president biden looks give big boost homebuyers builders checkout article ,2021-01-22
136,Biden -filter:retweets,says everything people upset watch joe biden wearing ,2021-01-22
137,Biden -filter:retweets,deep state puppet biden back wars ,2021-01-22
138,Biden -filter:retweets,looking like trumps going get away hope ,2021-01-22
139,Biden -filter:retweets,wait biden forgave loans pause cause im finna cry ,2021-01-22
140,Biden -filter:retweets,well next probably came first defunding pipeline destroying economy put ,2021-01-22
141,Biden -filter:retweets,bidens fault ,2021-01-22
142,Biden -filter:retweets,biden sparks outrage signing divisive executive order pushing schools include transgender athletes gir ,2021-01-22
143,Biden -filter:retweets,excuse joseph r biden junior youre telling father exact name president rn wow wake sheeple ,2021-01-22
144,Biden -filter:retweets,national guard sleeping garage since jan 6th trump nothing biden fixing ,2021-01-22
145,Biden -filter:retweets,annoying last week trump admin 910k daily doses wee ,2021-01-22
146,Biden -filter:retweets,organization speaking biotech industry said looked forward working biden administration ,2021-01-22
147,Biden -filter:retweets,wrong biden could use rule trump ,2021-01-22
148,Biden -filter:retweets,controversial ban known muslim ban due targeting muslim majority countries accordi ,2021-01-22
149,Biden -filter:retweets,first day office president biden hosted super spreader event one media gives crap ,2021-01-22
150,Biden -filter:retweets,calling decision 3 years ensure us agriculture maintains competitive edge g ,2021-01-22
151,Biden -filter:retweets,fucking waiting biden account talk nope fuck ,2021-01-22
152,Biden -filter:retweets,whats joe bidens plan stop men ,2021-01-22
153,Biden -filter:retweets,coming week libs complained bernie dress biden inauguration ,2021-01-22
154,Biden -filter:retweets,biden signed executive covid food stamps stimulus check 1400 15 boost hourly employ ,2021-01-22
155,Biden -filter:retweets,honestly find biden left kind liberal right person know sounds ,2021-01-22
156,Biden -filter:retweets,actually drumb dumb supporters even come close biden ,2021-01-22
157,Biden -filter:retweets,threat comes fact lies like biden order based plunge huma ,2021-01-22
158,Biden -filter:retweets,ca believe biden wearing mickey mouse collector edition watch watch respectable lo ,2021-01-22
159,Biden -filter:retweets,personally im disappointed kpop fans taken hashtag curious people ,2021-01-22
160,Biden -filter:retweets,thunberg time tell biden administration fulfills climate promises ,2021-01-22
161,Biden -filter:retweets,even gonna talk racists exclude biden act like trump racist ,2021-01-22
